9788532808,3,EdUFSC,Aplicando 5S na construção civil Edinaldo Favareto Gonzalez,34.00,50,17
8532803520,1,EdUFSC,Terapia larval de lesões causadas por Carlos Br is ola Mar condes,24.00,50,12
9788532806,1,EdUFSC,Partilha do incomum: leituras de MariaM aria Car olina Fenati,32.00,50,16
9788532808,1,EdUFSC,Sintaxe catarina Ayrton P. Bueno,60.00,50,30
9788532806,1,EdUFSC,Traços e palavras: sobre o processo pEduardo  Ca stells,32.00,50,16
9788532807,1,EdUFSC,Roberto Arlt e Goya: crônicas e gravu Ele o nora Frenkel,38.00,50,19
9788532808,1,EdUFSC,Correspondência: Mário de Andrade &R aúl Ant elo,60.00,50,30
9788532806,1,EdUFSC,O homem e os animais: poemas de UPatricia  Peterle,30.00,50,15
8532803032,1,EdUFSC,As duas faces da moeda: as contribui Wald ir J os é  Rampine lli,23.76,50,11.88
9788532804,1,EdUFSC,Etnicidades renegociadas: práticas soEunice Sue li N odari,32.00,50,16
9788532806,1,EdUFSC,Contatos e contágios: escrituras sobreM aria Sale te Borba,30.00,50,15
9788532808,1,EdUFSC,Ética aplicada e políticas públicas Darlei Dall'Agnol,45.00,50,22.5
9788532807,1,EdUFSC,Ensaios sobre a filosofia de Strawson  Jaimi r C onte,42.00,50,21
9788532807,1,EdUFSC,Passagem para o prosaico: da ontologLu iz Hebeche,36.00,50,18
9788532808,6,EdUFSC,"Ciência, tecnologia e sociedade e o coWalter An tonio Bazz o",48.00,50,24
9788532807,1,EdUFSC,Orfeu do Vinicius & Cia André Rocha Leite Haudens,38.00,50,19
9788532807,1,EdUFSC,Ética e direitos dos animais 1 ed. 1 re Luiz Paulo Rouanet,38.00,50,19
9788532807,2,EdUFSC,Neuroanatomia: atlas descritivo do SisRosan e Porto  Seleme,38.00,50,19
9788532807,1,EdUFSC,Categorias italianas: estudos de poéticG ior gio Agamben,30.00,50,15
9788532807,5,EdUFSC,Guerra do Contestado: a organização Ma rli Auras,36.00,50,18
9788532805,1,EdUFSC,Ao que minha vida veio... Alckmar Santos,29.00,50,14.5
9788532804,1,EdUFSC,"Lugares, sujeitos e conhecimentos: a Suzani  Cassian i",34.80,50,17.4
9788532808,1,EdUFSC,Refúgio por motivos de orientação sexVÍTO R L OPES ANDRADE,28.00,5 0,14
9788532804,1,EdUFSC,O jogo das construções hipertextuais Adair de Aguiar Neitzel,32.00,50,16
8532803482,1,EdUFSC,Memória da Antropologia no Sul do BrSílvio Coelho dos Santos,30.00,50,15
9788532804,1,EdUFSC,A vigília da escrita: Onetti e a desconsLiliana Reales,36.00,50,18
9788532807,1,EdUFSC,Associativismo e democracia: um estuLíg ia H elena Hahn Luchman,28.00,50,14
9788532807,1,EdUFSC,A experiência da lei e a lei da experiênMéri ti de Sou za,3 4. 00,50,1 7
9788532807,3,EdUFSC,Teorias de aquisição da linguagem Ronice Müller de Quadros,42.00,50,21
9788532806,2,EdUFSC,"Valor intrínseco: metaética, ética normDarle i D all'Ag nol",38.00,50,19
8532802834,2,EdUFSC,História de São Francisco do Sul Carlos da Costa Pereira,33.00,50,16.5
9788532808,1,EdUFSC,"Cidades rebeldes: invisibilidades, silenPaulo Jorge  Pinto Rapos o",45.00,50,22.5
9788541501,1,EdUFSC,"História oral, desigualdade e diferençaRobson Laverdi",66.00,50,33
9788532806,3,EdUFSC,Desenho técnico mecânico Júlio Cesar da Silva,,28.00,50,14
9788532806,1,EdUFSC,O estado da arte da pequena e média Pierre-And ré Julien,,59.00,50,29.5
9788532807,3,EdUFSC,Filosofia da tecnologia: um convite Alberto Cupani,,38.00,50,19
9788532808,1,EdUFSC,Os gatos de Roma; Notas para a recoFlávio de  Ca rva lho,,36.00,50,18
9788532808,1,EdUFSC,A linguagem não é transparente: um eHeron ides M o ura,,3 2 .00,50,16
9788532808,1,EdUFSC,Um diplomata na travessia de meio séBernardo de Azevedo Brito,,30.00,50,15
8532801463,1,EdUFSC,História da imprensa de Joinville Elly Herkenhoff,,18.60,50,9.3
9788532806,2,EdUFSC,Ética e experimentação animal: funda Sônia T . Felipe,,41.00,50,20.5
9788532804,1,EdUFSC,Reprodução assistida e gênero: o olhaM arle ne Taman ini,,48.00,50,24
9788532807,1,EdUFSC,A estrutura do conto de magia: ensaioE . M. M eletín s ki,,40.00,50,20
9788532806,4,EdUFSC,Anatomia sistêmica: uma abordagem Carla Gabr ie lli,,34.00,50,17
9788532808,1,EdUFSC,Filosofia da Ciência de Thomas Kuhn  Daniel Las kow ski Tozzini,,30.00,50,15
9788532807,4,EdUFSC,Introdução à teoria da ciência Luiz Henrique de Araújo Dut,,32.00,50,16
9788532808,4,EdUFSC,Filtros seletores de sinais Sidnei Noceti Filho,,49.00,50,24.5
9786558050,1,EdUFSC,"Dissidências, alteridades, poder e políSonia  Regina Loure nço",,54.00,50,27
9788532806,1,EdUFSC,Patrimônio cultural e cidade contempoAlicia Norma González de C,,38.00,50,19
9788532808,1,EdUFSC,Singradura Flávio José Cardozo,,27.00,50,13.5
9788532807,1,EdUFSC,Nós 1 ed. 4 reimpr. Salim Miguel,,22.00,50,11
9788532808,1,EdUFSC,Forma arquitetural na artesania: a Cia He nry Belchior da Cunha,,30.00,50,15
9788532807,1,EdUFSC,Lorenzo Milani: a Escola de Barbiana A le ssio  Sur ian,,39.00,50,19.5
9788532806,4,EdUFSC,Matemática financeira através da HP- Fernando Guerra,,36.00,50,18
8532803237,1,EdUFSC,Um trabalhador na revolução latino-amSilvio de Souza Gomes,,33.60,50,16.8
8532803342,1,EdUFSC,DA PROPOSTA À AÇÃO: CURRÍCULMA URÍCIO JOS É LO,PES P,30.00,50,15
