SUGESTÃO PARA BEBÊS E CRIANÇAS ATÉ 4 ANOS,,,,,
9786586389180,Bichos de cá,"R$    64,80",50%,"R$       32,40"
9788593655500,Cleo e as sereias,"R$    66,80",50%,"R$       33,40"
9786586389098,Cleo e o mapinguari,"R$    64,80",50%,"R$       32,40"
9786586389135,Fadinha,"R$    69,90",50%,"R$       34,95"
9788593655197,Familia Cuca na cozinha,"R$    64,80",50%,"R$       32,40"
9788593655401,O menino que perdia as palavras,"R$    64,80",50%,"R$       32,40"
9788593655647,O que comem os astronautas?,"R$    64,80",50%,"R$       32,40"
9788593655067,Os castelos de Celeste,"R$    64,80",50%,"R$       32,40"
9788593655074,T30 o menino-robo,"R$    66,90",50%,"R$       33,45"
9788593655081,"Tarcirurga, Bartolomeu e Pluminha no mar sem fim","R$    64,80",50%,"R$       32,40"
9788593655098,Um doce de princesa,"R$    64,80",50%,"R$       32,40"
9788593655418,Um monstro no meu quarto,"R$    61,60",50%,"R$       30,80"
9788593655630,Você acha que eu sou eu?,"R$    69,80",50%,"R$       34,90"
LIVROS BILINGUES INGLÊS - PORTUGUÊS,,,,
9786586389807,Animal Sounds -  Domesticated Animals - Bilíngue Ing/Port,"R$    64,80",50%,"R$       32,40"
9786586389821,Animal Sounds - African Animals - Bilíngue Ing/Port,"R$    64,80",50%,"R$       32,40"
9786586389791,Animal Sounds - Brazilian Animals - Bilíngue Ing/Port,"R$    64,80",50%,"R$       32,40"
9786586389814,Animal Sounds - The Animals Around Us - Bilíngue Ing/Port,"R$    64,80",50%,"R$       32,40"
9786586389777,"Curupira, Will You Play With Me? - Bilíngue Ing/Port","R$    65,80",50%,"R$       32,90"
9786586389685,Cute Animals 1 - Bilíngue Ing/Port,"R$    61,80",50%,"R$       30,90"
9786586389692,Cute Animals 2 - Bilíngue Ing/Port,"R$    61,80",50%,"R$       30,90"
9786586389647,Cute Animals 3 - Bilíngue Ing/Port,"R$    61,80",50%,"R$       30,90"
9786586389630,There Are Animals Thar Are - Bilíngue Ing/Port,"R$    64,80",50%,"R$       32,40"
9786586389654,There Are Animals That Can - Bilíngue Ing/Port,"R$    64,80",50%,"R$       32,40"
9786586389623,There Are Animals That Have - Bilíngue Ing/Port,"R$    64,80",50%,"R$       32,40"
9786586389661,There Are Animals That Like - Bilíngue Ing/Port,"R$    64,80",50%,"R$       32,40"
9786586389760,"Zeus, Will You Play With Me? - Bilíngue Ing/Port","R$    65,80",50%,"R$       32,90"
