Título,Autor,"Preço decapa","Preço comdesconto"
"TRANSFORMACOES DO PT E OS RUMOS, AS",FELIPE DEMIER (COORD.),"R$38,39","19,20"
"DIA MULTIPLO, O",JORGE EMIL,"R$32,89","16,45"
DECLARACOES DE PAZ EM TEMPOS DE GUE,EMIR SADER E CLAUDIA MATTOS (ORG),"R$58,19","29,10"
CONTOS DO RIO,BOM TEXTO,"R$48,07","24,04"
"VESTIDO VERMELHO, O",VERA MOLL,"R$46,20","23,10"
GUERRAS CONTRA A EUROPA,ALEXANDRE DEL VALLE,"R$65,89","32,95"
"SAO PAULO, CIDADE INVISIVEL",MARCILIO GODOI,"R$48,40","24,20"
POESIA EM TRES TEMPOS,MARIA NORONHA/RAFAEL DE ROMANI/CONCEICAO ALBU,"R$33,44","16,72"
ENQUANTO HOUVER DANCA,TEREZA DRUMOND,"R$48,07","24,04"
BEM TRACADAS LINHAS,RENATO LEMOS,"R$65,89","32,95"
EXERCICIOS P/ LIBERTACAO DO TRAUMA,DAVID BERCELI,"R$40,00","20,00"
"CORPO NOS GRUPOS, O - 2 EDICAO",JAYME PANERAI ALVES/GRACE WANDERLEY DE B.CORR,"R$40,00","20,00"
NOS E AS ORGANIZACOES: PRATICAS...,DORADIA DURAN/SILVANA ROMA / TELMA AYRES,"R$40,00","20,00"
ANÁLISE BIOENERGÉTICA 2006,"ANTON LETHIN,BENNETT SHAPIRO,DIANA GUEST E OUTROS","R$30,00","15,00"
EXERCISES FOR HEALTH,JAYME PENERAI ALVES,"R$30,00","15,00"
LAÇOS SOLIDÁRIOS: RELATOS E VIVÊNCIAS DO TERCEIRO,WALTER MEIRELES(ORG),"R$30,00","15,00"
OLHAR INTERIOR,JAYME PENERAY ALVES E GRACE WANDERLEY DE B. CORREI,"R$30,00","15,00"
"CORPO NOS GRUPOS, O",JAYME PANERAI ALVES/GRACE WANDERLEY B. CARREA,"R$40,00","20,00"
"PODER E SUAS NUANCES, O",JAYME PANERAI ALVES/GRACE WANDERLEY B.CORREA,"R$20,00","10,00"
CONTOS E CRÔNICAS DE CARNAVAL,LUÍS PIMENTEL (ORG.),"R$25,00","12,50"
CONTOS E CRÔNICAS DE NATAL E ANO NOVO,LUIS PIMENTEL,"R$25,00","12,50"
CONTOS E CRÔNICAS DE HUMOR,LUÍS PIMENTEL (ORG.),"R$25,00","12,50"
HORA DO RECREIO,LUIS PIMENTEL,"R$15,00","7,50"
PIADAS DE SACANEAR ADVOGADO,LUIS PIMENTEL,"R$14,90","7,45"
AQUELA MUSICA,LUÍS PIMENTEL,"R$30,00","15,00"
"MENINO BEM DESENHADO, UM",LUÍS PIMENTEL,"R$20,00","10,00"
"MOSQUITO ELETRICO, O",LUIS PIMENTEL,"R$15,00","7,50"
PIADAS DE SACANEAR CASAIS,"Luís Pimentel, ilustrador, Amorim","R$14,90","7,45"
PIADAS DE SACANEAR GAÚCHO,"Luís Pimentel, ilustrador Amorim","R$14,90","7,45"
ACONTECEU NA LAPA,LUÍS PIMENTEL & AMORIM,"R$30,00","15,00"
CENAS DE CINEMA:CONTO EM GOTAS,LUÍS PIMENTEL,"R$25,00","12,50"
PAIXÃO E FICÇÃO - CONTOS E CAUSOS DE FUTEBOL,LUIZ PIMENTEL(ORG),"R$25,00","12,50"
PIADAS DE SACANEAR MEDICO,Luís Pimentel,"R$14,90","7,45"
"HOMEM E SEU CACHORRO, O",LUÍS PIMENTEL,"R$20,00","10,00"
PIADAS DE SACANEAR BAIANO,LUIS PIMENTEL,"R$14,90","7,45"
"CONTOS E CRÔNICAS DE SEXO, AMOR E PAIXÃO",LUÍS PIMENTEL (ORG),"R$25,00","12,50"
PIADAS DE SACANEAR POLITICO,Luís Pimentel,"R$14,90","7,45"
HISTÓRIA E EDUCAÇÃO: DIALOGANDO COM AS FONTES,ANA WALESKA MENDONÇA(ORG),"R$69,00","34,50"
"ESSO ERA ISSO, A",EDUARDO JORGE ARAUJO DA SILVA,"R$54,00","27,00"
"TRABALHO DOCENTE NO SÉCULO XXI, O",ISABEL LELIS E MARIA DAS GRAÇAS NASCIMENTO,"R$56,00","28,00"
SOCIOLOGIA DA EDUCAÇÃO,IPEA-INSTITUTO DE PESQUISA ECONÔMICA APLICADA,"R$87,00","43,50"
PSICOLOGIA E EDUCACAO,ANNA MARIA BAETA,"R$54,00","27,00"
CONSTRUCAO DA QUALIDADE DE ENSINO,ALICE XAVIER;MARIA LUIZA CANEDO;ZAIA BRANDÃO(ORGS),"R$64,00","32,00"
CONVERSAS COM PÓS-GRADUANDOS,ZAIA BRANDÃO,"R$29,00","14,50"
ANTROPOLOGIA E EDUCACAO,TANIA DAUSTER(ORG),"R$43,89","21,95"
POR QUE NAO LEMOS ANISIO TEIXEIRA?,ZAIA BRANDAO E ANA WALESKA MENDONCA (ORG),"R$46,00","23,00"
SEGURANCA ALIMENTAR E NUTRICIONAL,TELMA CASTELLO BRANCO(ORG),"R$24,00","12,00"
NAO EXISTE PROBLEMA,JUDITH MUNK,"R$30,00","15,00"
QUANDO A NOITE JA VEM,JONAS REZENDE,"R$25,00","12,50"
NHOZINHO IMENSAS MIUDEZAS,SABIOS PROJETOS,"R$30,00","15,00"
MAE DAS VERDADES,ALEXANDRE MARQUES CABRAL,"R$32,00","16,00"
PROTEÇÃO E DEFESA,EDDIE VAN FEU,"R$18,00","9,00"
"DRAGÕES DE TITÂNIA, OS: A DAMA DA MONTANHA",RENATO RODRIGUES,"R$29,90","14,95"
DEUSAS NEGRAS,EDDIE VAN FEU,"R$39,90","19,95"
WICCA - UMA INICIAÇÃO A MAGIA,Eddie Van Feu,"R$29,00","14,50"
LIVRO DE OURO DA PROSPERIDADE E BOA SORTE,EDDIE VAN FEU,"R$35,00","17,50"
MENSAGEM DOS MESTRES,ADRIANA PASQUINELLI,"R$44,00","22,00"
CRONICAS DE LEEMYAR,EDDIE VAN FEU,"R$29,90","14,95"
"DRAGÕES DE TITÂNIA, OS: A QUEDA DO CÉSAR",RENATO ROGRIGUES,"R$29,90","14,95"
WICCA -  A BRUXA TA SOLTA!,EDDIE VAN FEU,"R$26,00","13,00"
IRMÃS DE SANGUE: UM CONTO VAMPÍRICO,RICKY NOBRE,"R$19,00","9,50"
"DRAGÕES DE TITÂNIA, OS - A BATALHA DE ARGOS",RENATO RODRIGUES,"R$35,00","17,50"
"GUERRA DE LUZ E SOMBRAS, UMA",EDDIE VAN FEU,"R$65,00","32,50"
MANUAL DA MAGIA MODERNA - VOLUME 2,EDDIE VAN FEU,"R$39,90","19,95"
CALENDARIO 2019: VIDA E MAGIA,EDDIE VAN FEU,"R$39,90","19,95"
"DRAGÕES DE TITÂNIA, OS: BALADA DO GLADIADOR, A",RENATO RODRIGUES,"R$35,00","17,50"
CONTOS SOMBRIOS,Gabriel Maia,"R$44,00","22,00"
LINHAS TORTAS PARA COLORIR,SHI CHELMINSKI,"R$12,00","6,00"
"DRAGÕES DE TITÂNIA, OS - A MALDIÇÃO DOS TEMPLOS",RENATO RODRIGUES,"R$35,00","17,50"
ALCATEIA PRATEADA,EDDIE VAN FEU,"R$58,00","29,00"
ALCATEIA: SOL NEGRO,EDDIE VAN FEU,"R$39,90","19,95"
ALCATEIA LUA CARMESIM,EDDIE VAN FEU,"R$39,90","19,95"
"ESPADA DOS DRAGÕES, A",EDDIE VAN FEU,"R$44,00","22,00"
WICCA - JÁ NÃO SE FAZEM MAIS BRUXAS COMO...,EDDIE VAN FEU,"R$26,00","13,00"
"ULTIMA MISSA, A",JOSE SILVEIRA DA COSTA,"R$35,00","17,50"
"JAPAO DO BRASIL, O",RENATO MAYER,"R$49,00","24,50"
"FRANÇA DO BRASIL, A",LUIZ EDMUNDO DE ANDRADE,"R$49,00","24,50"
ILHA DA TRINDADE,CELINA CÔRTES,"R$75,00","37,50"
NAS DOBRAS DA CAPULANA,ANTONIO CARLOS VARELA,"R$39,00","19,50"
CANTADAS,MAURO FERREIRA,"R$35,00","17,50"
AGORA VOL.07 / N.1,PROGRAMA DE POS-GRADUACAO EM TEORIA PSICANALI,"R$24,00","12,00"
AGORA VOL.09 / N.1,ESTUDOS EM TEORIA PSICANALITICA,"R$24,00","12,00"
AGORA VOL.10 / N.1,VARIOS,"R$24,00","12,00"
AGORA VOL.12 / N.1,PROGRAMA DE PÓS GRADUAÇÃO EM ANTROPOLOGIA SOCIAL,"R$24,00","12,00"
AGORA VOL.12 / N.2,"PROGRAMA DE PÓS =-GRADUAÇÃO EM ANTROPOLOGIASOCIAL","R$24,00","12,00"
CADERNOS DE ANTROPOLOGIA E IMAGEM 22/1,VARIOS,"R$25,00","12,50"
COLECAO MERCADO DE CAPITAIS,VARIOS,"R$189,00","94,50"
ENTRE A DIVERSIDADE E A DESIGUALDADE,MARIANA PALADINO - NINA PAIVA ALMEIDA,"R$29,00","14,50"
"FUTURO DA PSICANALISE, O",VARIOS,"R$59,00","29,50"
INTERCULTURALIDADE(S),"ORGS: ANTONIO CARLOS DE SOUZA LIMA, LUIS FELIPE","R$55,00","27,50"
INTERSEÇÕES:REV.DE EST.INTERDISCIPLINARES ANO 10/2,PROGRAMA DE PÓS GRADUAÇÃO EM CIÊNCIAS SOCIAIS DO R,"R$22,00","11,00"
INTERSEÇÕES:REV.DE EST.INTERDISCIPLINARES ANO 11/2,PROGRAMA DE PÓS GRADUAÇÃO EM CIÊNCIAS SOCIAIS,"R$22,00","11,00"
JUAN GUTIERREZ,GEORGE ERMAKOFF,"R$230,00","115,00"
JUVENTUDE ANOS 90,ROSILENE ALVIN/PATRICIA GOUVEIA,"R$25,00","12,50"
"JUVENTUDES, SUBJETIVAÇÕES E VIOLÊNCIAS",HELENA BOCAYUVA E SILVIA ALEXIM NUNES(ORGS),"R$36,00","18,00"
"LENDA NEGRA DE JACQUES LACAN, A",NATHALIE JAUDEL,"R$65,00","32,50"
MANA 12/2,PPGAS,"R$24,00","12,00"
MANA 20/2,"UFRJ:PROGRAMA PÓS GRADUAÇÃO EM ANTROPOLOGIASOCIAL","R$30,00","15,00"
MODA E REVOLUÇÃO,MARIA DO CARMO TEIXEIRA RAINHO,"R$75,00","37,50"
NOS BASTIDORES DO LICENCIAMENTO AMBIENTAL,DEBORAH BRONZ,"R$68,00","34,00"
SOBERANIAS,MARCIA ARAN,"R$55,00","27,50"
APOSTA NO PASSE,Jacques-Alain Miller,"R$75,00","37,50"
AUGUSTO STAHL,BIA CORREA DO LAGO,"R$230,00","115,00"
"BRASIL IMAGINADO NA AMÉRICA LATINA, O",ELISKA ALTMANN,"R$42,00","21,00"
CADERNOS DE ANTROPOLOGIA E IMAGEM 18/1,VARIOS,"R$25,00","12,50"
CREPUSCULO DA ALMA,SONIA ALBERTI,"R$35,00","17,50"
"IMAGINARIA JANELA ABERTA, A",LÊDO IVO,"R$54,00","27,00"
"INTELECTUAIS E A CIDADE, OS","MAGALI ENGEL, MARIA LETÍTICA, RICARDO AUGUSTO (ORG","R$50,00","25,00"
INTELECTUAIS E DESENVOLVIMENTO,DILMA ANDRADE DE PAULA; MARIA LETÍCIA CORRÊA (ORGS,"R$55,00","27,50"
LUZ E LETRA,EDUARDO KAC,"R$79,00","39,50"
MANA 13/1,PPGAS,"R$24,00","12,00"
MANA 13/2,VARIOS,"R$24,00","12,00"
MANA 16/2,PPGAS,"R$28,00","14,00"
MARRAIO 6,FORMACOES CLINICAS DO CAMPO LACANIANO,"R$29,00","14,50"
MARRAIO 9,VARIOS,"R$29,00","14,50"
MERCADO DE CAPITAIS E BANCOS PUBLIC,ARMANDO CASTELAR PINHEIRO/LUIZ CRYSOSTOMO,"R$85,00","42,50"
MIDIA INDIO(S),BRUNO PACHECO DE OLIVEIRA,"R$24,00","12,00"
MILITAO AUGUSTO DE AZEVEDO,PEDRO CORREA DO LAGO,"R$230,00","115,00"
NINHARIAS,ZÉ LUIZ RINALDI,"R$26,00","13,00"
PROJETO JAMARAQUÁ,MARCOS FAVERO,"R$39,00","19,50"
TRANSIT CIRCLE - VOLUME 6,,"R$20,00","10,00"
TRANSIT CIRCLE - VOLUME 7,,"R$20,00","10,00"
1968 E A SAUDE MENTAL (COL.IPUB),JOAO FERREIRA DA SILVA FILHO,"R$35,00","17,50"
AGORA VOL.11 / N.1,PROGRAMA DE POS-GRADUACAO EM TEORIA PSICANALI,"R$24,00","12,00"
ATLANTIDA:A INVENÇÃO DA COMUNIDADE LUSO-BRASILEIRA,"LUCIA MARIA PASCHOAL, LUÍS ANDRADE, ZÍLIA OSÓRIO","R$45,00","22,50"
AURORA,LÊDO IVO,"R$59,00","29,50"
CADERNOS DE ANTROPOLOGIA E IMAGEM 23/2-TEXTOS DIV,PATRÍCIA MONTE-MÓR,"R$25,00","12,50"
CADERNOS IPUB VOL.XIII No24,INSTITUTO DE PSIQUIATRIA UFRJ,"R$20,00","10,00"
COELHO NETTO,LEONARDO AFFONSO DE MIRANDA PEREIRA,"R$57,00","28,50"
CORAÇÃO DE MENINA,MARIA DA GRAÇA IVO,"R$33,00","16,50"
CURINGA 24,ESCOLA BRASILEIRA DE PSICANALISE,"R$25,00","12,50"
DECURSO,JAIME ACIOLI E LUIZ EDUARDO MEIRA DE VASCONSELLOS,"R$65,00","32,50"
DIARIOS PUBLICOS,LEILA DANZIGER,"R$59,00","29,50"
FICÇÕES DO DESASSOSSEGO,LUCIA HELENA,"R$42,00","21,00"
FRONTEIRAS,SONIA SALZSTEIN,"R$105,00","52,50"
INTERSEÇÕES:REV.DE EST.INTERDISCIPLINARES ANO 11/1,PROGRAMA DE POS-GRADUAÇÃO EM CIÊNCIAS SOCIAIS,"R$22,00","11,00"
METRICA DA COR - METRIC OF COLOR,GONÇALO IVO,"R$75,00","37,50"
PRESIDENTE LUDIBRIADO,MARQUES DE SADE,"R$10,00","5,00"
RICHARD WAGNER E TANNHAUSER EM PARI,BAUDELAIRE,"R$10,00","5,00"
"SECULO DE BORGES, O",ENEIDA MARIA DE SOUZA,"R$25,00","12,50"
UM SÉCULO DE METAPSICOLOGIA,"Heloisa Caldas, Vinicius Darriba Orgs","R$56,00","28,00"
ABAPORU,MARCO ANTONIO MASTROBUONO,"R$90,00","45,00"
AGORA VOL.14 / N.1,PROGRAMA DE POS GRADUACAO EM TEORIA PSICANALITICA,"R$24,00","12,00"
ANTES DA DESPEDIDA (32),JOSÉ LUIZ RINALDI,"R$59,00","29,50"
APONTAMENTOS EM MEMÓRIA SOCIAL,FRANCISCO RAMOS DE FARIAS(ORG.),"R$39,00","19,50"
"ARQUITETURA, TEATRO E CULTURA",EVELYN FURQUIM WERNECK LIMA (ORG.),"R$45,00","22,50"
"ASSASSINATO FRUSTRADO DA PSICANÁLISE, O",AGNÉS AFLALO,"R$45,00","22,50"
"BALDIO SOM DE DEUS, O",NAURO MACHADO,"R$50,00","25,00"
CAMPO ABERTO: RURAL NO ESTADO DO RJ,MARIA J.CARNEIRO/GIAN M.GIULIANI/LEONILDE/ANA,"R$45,00","22,50"
CÁNTICO - ESPANHOL,GONÇALO IVO - MARTÍN LÓPES-VEGA,"R$68,00","34,00"
ECOS NOTURNOS,LEONARDO AFFONSO DE MIRANDA PEREIRA,"R$68,00","34,00"
ESCRITOS POLICIAIS,ELISIO DE CARVALHO - DIEGO GALEANO; MARÍLIA R. DE,"R$35,00","17,50"
INVENTARIO DA PROSPERIDADE,MARCIO SCALERCIO,"R$24,00","12,00"
MANA 14/1,PPGAS,"R$24,00","12,00"
POEMA PARA O ATOR,ZÉ LUIZ RINALDI,"R$40,00","20,00"
QUERO SER O QUE PASSA,LUIZA NÓBREGA,"R$42,00","21,00"
RELÂMPAGO,LÊDO IVO,"R$82,00","41,00"
APARICOES,MARGO GLANTZ,"R$29,00","14,50"
"CIRURGIÃO DE LÁZARO, O",NAURO MACHADO,"R$49,00","24,50"
"INDIOS DO DESCOBRIMENTO, OS",RODRIGO DE AZEREDO GRUNEWALD,"R$42,00","21,00"
INTERSEÇÕES:REV.DE EST.INTERDISCIPLINARES ANO 10/1,PROGRAMA DE PÓS GRADUAÇÃO EM CIÊNCIAS SOCIAIS DO R,"R$22,00","11,00"
LIVROS: HELENA TRINDADE,HELENA TRINDADE,"R$65,00","32,50"
POETA HEROI IDIOTA,KATIA MACIEL,"R$45,00","22,50"
ANTOLOGIA CRITICA,FERREIRA GULLAR,"R$79,00","39,50"
"COMPANHIA DE JESUS NA AMÉRICA, A",EUNICIA FERNANDES,"R$54,00","27,00"
CULTURA E SENTIMENTO:ENSAIOS EM ANTROPOLOGIA DAS.,MARIA CLAUDIA COELHO E CLAUDIA BARCELLOS REZENDE,"R$40,00","20,00"
ECONOMIA NORTE-AMERICANA NO SEC.XIX,MARCIO SCALERCIO,"R$33,00","16,50"
"ESTRANHO NA CLINICA PSICANALITICA,O",JUAN CARLOS COSENTINO,"R$32,00","16,00"
GALLO BANTAM,UNCLE MARCO,"R$29,00","14,50"
JOAO DO RIO A CAMINHO DA ATLANTIDA,CRISTIANE D'AVILA,"R$49,00","24,50"
MAIS VERDADEIRO QUE O REAL,JOSÉ LUIZ RINALDI,"R$38,00","19,00"
MARCEL DUCHAMP OLHANDO GRANDE VIDRO,MARCEL DUCHAMP OLHANDO GRANDE VIDRO,"R$45,00","22,50"
SEMIOLOGIA PSICANALÍTICA DAS PAIXÕES TÓXICAS-VOL3,VICTOR EDUARDO SILVA BENTO,"R$44,00","22,00"
SEXUALIDADES,MARIA REGINA PRATA,"R$39,00","19,50"
AMERICANIDADE PURITANISMO E POLÍTICA EXTERNA,ERICA SIMONE A. RESENDE,"R$44,00","22,00"
"ANO DO DRAGÃO, O",FLAVIO SHIRÓ,"R$75,00","37,50"
ARRIA MARCELLA: LEMBRANÇA DE POMPÉIA,THEOPHILE GAUTIER,"R$10,00","5,00"
ATLAS AMERICAS,PAULO HERKENHOFF,"R$49,00","24,50"
ESTADOS GERAIS DA PSICANALISE,RENE MAJOR,"R$39,00","19,50"
INTERPRETAÇÃO E ATO NA EXPERIENCIA PSICANALITICA,ANGELICA BASTOS (ORG.),"R$45,00","22,50"
MUSEU DE ARTE E ORIGENS,DINAH GUIMARAES,"R$59,00","29,50"
SUZANA QUEIROGA,PAULO SERGIO DUARTE,"R$85,00","42,50"
UNIAO EUROPEIA E AMERICA LATINA,FLAVIA GUERRA CAVALCANTI,"R$65,00","32,50"
BONFANTI:ATRAVÉS DO ESPELHO,GUILHERME BUENO E VIVIANE MATESCO,"R$110,00","55,00"
CADERNOS IPUB VOL.XIII No23,INSTITUTO DE PSIQUIATRIA UFRJ,"R$18,00","9,00"
"CAMPO DA ANTROPOLOGIA NO BRASIL, O",WILSON TRAJANO FILHO/GUSTAVO LINS RIBEIRO,"R$55,00","27,50"
"CAMPONESES,AGRICULTORES E PLURIATIVIDADE",MARIA JOSE CANEIRO,"R$38,00","19,00"
CRONIQUETAS - ARTUR AZEVEDO,TATIANA SICILIANO; OLGA BON (ORGS),"R$49,00","24,50"
DO QUE AINDA/SEGMENTOS,JÚLIO CASTAÑON GUIMARÃES,"R$49,00","24,50"
FORMACOES TEORICAS DA CLINICA,ANNA CAROLINA LO BIANCO,"R$39,00","19,50"
"HIERARQUIAS,RAÇA E MOBILIDADE SOCIAL",CÉLIA CRISTINA DA SILVA TAVARES E ROGÉRIO DE O.RIB,"R$59,00","29,50"
IVENS MACHADO:ENCONTRO/DESENCONTRO,ALBERTO SARAIVA(ORG),"R$39,00","19,50"
"LITERATURA,INTELEC.E A CRISE DA...",LUCIA HELENA,"R$45,00","22,50"
PAISAGEM DA OBRA,MANFREDO DE SOUZANETTO,"R$120,00","60,00"
RELIQUIAS E RUINAS,OI FUTURO,"R$59,00","29,50"
REQUIEM,LEDO IVO,"R$49,00","24,50"
SUBJETIVIDADE E EDUCAÇÃO: CONEXÕES CONTEMPORÂNEAS,RITA MARIA MANSO DE BARROS(ORG),"R$39,00","19,50"
TECENDO PALAVRAS,MARIA ANGELA MAIA,"R$29,00","14,50"
CÂNTICO,GONÇALO IVO - LUIZ EDUARDO M. DE VASCONCELLOS,"R$68,00","34,00"
ENTRE FICAR E SAIR,ELISA GUARANÁ DE CASTRO,"R$60,00","30,00"
FAMILIA E RELIGIAO,"LUIZ FERNANDO D.DUARTE,MARIA LUIZA E MYRIAN","R$52,00","26,00"
"JUVENTUDE, DESAFILIACAO E VIOLENCIA","LIGIA COSTA FREIRE, MARIA E.DELGADO,ADRIANA P","R$36,00","18,00"
"MEDIDA DO POSSIVEL, A",LUIS DAVID CASTIEL,"R$42,00","21,00"
MUSCULO INVOLUNTARIO,ZÉ LUIZ RINALDI,"R$44,00","22,00"
PEDRA DO ENCANTO,WALLACE DE DEUS BARBOSA,"R$39,00","19,50"
PERCURSO DE SOMBRAS,NAURO MACHADO,"R$45,00","22,50"
POR UMA PSIQUIATRIA INQUIETA - IPUB,MARIA TAVARES CAVALCANTI/ANA CRISTINA/ANNETTE,"R$35,00","17,50"
"PSICANALISE,PESQUISA E UNIVERSIDADE",WALDIR BEIVIDAS,"R$39,00","19,50"
QUANDO O GOOGLE DESAFIA A EUROPA,JEAN-NOEL JEANNENEY,"R$32,00","16,00"
"VENTO DO MAR, O",LÊDO IVO,"R$79,00","39,50"
"BAKONGO DE ANGOLA, OS",LUENA NASCIMENTO NUNES PEREIRA,"R$48,00","24,00"
CULTURA DE CIDADANIA,JORGE MARANHAO,"R$28,00","14,00"
DO DESENVOLVIMENTO COMUNITARIO A...,RUBEM FERREIRA THOMAZ DE ALMEIDA,"R$50,00","25,00"
"EMPRESAS, MERCADO E CONCORRENCIA",ALEXI TORIBIO DANTAS/JAQUES KERSTENETZKY,"R$29,00","14,50"
JULIA E OS BALÕES,MARCO COIATELLI,"R$32,00","16,00"
MORMAÇO,LÊDO IVO,"R$78,00","39,00"
PERFORMANCE PRESENTE FUTURO,DANIELA LABRA,"R$49,00","24,50"
SEMIOLOGIA PSICANALÍTICA DAS PAIXÕES TÓXICAS-VOL1,VICTOR EDUARDO SILVA BENTO,"R$24,00","12,00"
ASSISTENCIA TECNICA E FINANCEIRA,ANDREA BUTTO/ANGELA SACCHI/GERSE BANIWA,"R$36,00","18,00"
CATALOGO DAS OBRAS PUBLICADAS,ALFREDO BOSI (ORG.),"R$79,00","39,50"
"PA-LAVRA, A",SANDRA NISKIER FLANZER,"R$35,00","17,50"
PSICANALISAR HOJE,ANGELICA BASTOS(ORGANIZACAO),"R$42,00","21,00"
ENTREINTERPOSTO:PINTURAS E GEOMETRIA NA OBA DE ..,LUIS EDUARDO MEIRA DE VASCONCELLOS,"R$39,00","19,50"
OSSOS E VOZES,FERREIRA GULLAR,"R$75,00","37,50"
PERFORMANCES,LUIZ PAUO.FABIO AKCELRUB.ROBERTO FERREIRA,"R$49,00","24,50"
LITERATURA E PODER,LUCIA HELENA/ANELIA PIETRANI,"R$42,00","21,00"
"MATERIALIDADE DA PSICANÁLISE, A",ANNA CAROLINA LO BIANCO,"R$42,00","21,00"
"MUNDO MARAVILHOSO DAS MÁGICAS, O",VANDA BELLARD FREIRE,"R$35,00","17,50"
"VARIEDADE DA PRATICA, A",TERCEIRO ENCONTRO AMERICANO DO CAMPO FREUDIAN,"R$40,00","20,00"
DIVERSO ENTRE CONTRARIOS,ROGERIO LUZ,"R$28,00","14,00"
OBSERVADOR OBJETO,LUIZ EDUARDO MEIRA DE VASCONCELLOS,"R$65,00","32,50"
PAISAGENS EM MOVIMENTO - VOL 1,"Ida Alves, Eduardo da Cruz; organizadores","R$52,00","26,00"
PAISAGENS EM MOVIMENTO - VOL 2,"Ida Alves, Andreia A.M. Castro; organizadores","R$60,00","30,00"
REVITALIZAÇÃO ÉTNICA E DINÂMICA TERRITORIAL,TOMAS PAOLIELLO PACHECO DE OLIVEIRA,"R$42,00","21,00"
NACAO-INVENCAO: ENSAIOS SOBRE O...,LUCIA HELENA,"R$42,00","21,00"
POR UM SEGUNDO,SANDRA NISKIER FLANZER,"R$35,00","17,50"
QUATRO QUESTIONAMENTOS SOBRE A VIOLENCIA,FRANCISCO RAMOS E OUTROS,"R$38,00","19,00"
"QUE SE VÊ, O QUE É VISTO,O",KATIA MACIEL E ANTONIO FATORELLI,"R$30,00","15,00"
"OUTRAS IMPRESSÕES:CRÔNICA.FICÇÃO,CRÍTICA...GONZAG",GONZAGA DUQUE,"R$58,00","29,00"
"ENQUANTO FALO, AS HORAS PASSAM",HELENO BERNARDI,"R$50,00","25,00"
TEMPO MATÉRIA,LUIZ CLÁUDIO DA COSTA(ORG),"R$34,00","17,00"
GIANGUIDO BONFANTI - ELEGIA,GONÇALO IVO,"R$29,00","14,50"
HUZUN,CARLOS VERGARA,"R$45,00","22,50"
MALU FATORELLI,GLÓRIA FERREIRA E MALU FATORELLI(ORG.),"R$75,00","37,50"
"VIOLÊNCIA NA BERLINDA, A",VERA MALAGUTI BATISTA,"R$38,00","19,00"
ORATÓRIO,GONÇALO IVO,"R$155,00","77,50"
"VOZ DO CIDADAO, A",JORGE MARANHAO,"R$25,00","12,50"
"CRIATIVIDADE SOCIAL,SUBJ.COLETIVA E",JOSE MAURICIO DOMINGUES,"R$49,00","24,50"
CHICO FORTUNATO: PINTURAS RECENTES,VERA PEDROSA - LUIZ EDUARDO MEIRA DE VASCONCELLOS,"R$49,00","24,50"
DIÁRIO DE IMAGENS (BILINGUE),JOSELY CARVALHO,"R$110,00","55,00"
CANCOES DE RODA NOS PES DA NOITE,NAURO MACHADO,"R$45,00","22,50"
SABERES EM TRANSITO,ÁLAMO PIMENTEL,"R$35,00","17,50"
CAMINHOS DE SANTIAGO NO BRASIL,CARLOS ALBERTO STEIL E SANDRA DE SÁ CARNEIRO,"R$45,00","22,50"
MINERVA BRASILIENSE - LEITURAS,LUCIA MARIA B. P. NEVES; LUCIA MARIA P. GUIMARAES,"R$48,00","24,00"
PASSAGENS,PAOLO LOLLO,"R$42,00","21,00"
SUBJETIVAÇÕES E GESTÃO DOS RISCOS NA ATUALIDADE,CRISTIANE OLIVEIRA / RITA FLORES MULLER,"R$45,00","22,50"
FALATÓRIO:PARTICIPAÇÃO E DEMOCRACIA NA ESCOLA,LUCIA RABELLO DE CASTRO(ORG),"R$50,00","25,00"
TIVE ÊXITO ONDE O PARANOICO FRACASSA,CHAWKI AZOURI,"R$58,00","29,00"
"PRESENÇA DOS AUSENTES, A",JAVIER ALEJANDRO LIFSCHITZ,"R$44,00","22,00"
HISTORIA ECONOMICA E IMPRENSA,"MARIA LETICIA, MONICA PICCOLO; RAFAEL VAZ","R$54,00","27,00"
DINÂMICA DA VARIAÇÃO E DA MUDANÇA...,"MARIA DA CONCEIÇÃO PAIVA, CHRISTINA ABREU GOMES","R$39,00","19,50"
CORREIO POLITICO,MARIA HELENA VERSIANI,"R$55,00","27,50"
FLORBELA ESPANCA: LAÇOS DE AMOR E DOR,ELIANA LUIZA DOS SANTOS BARROS,"R$35,00","17,50"
PENSAMENTO INTERNACIONAL,JOÃO CATRAIO AGUIAR,"R$25,00","12,50"
COMO UM CERTO REI DA FLORESTA APRENDEU...,DAVID PALATNIK; ISRAEL FELZENSZWALB,"R$35,20","17,60"
GERAÇÃO DIGITAL,SUSANA GRACIELA BRUNO ESTEFENON E EVELYN EISENTEIN,"R$42,00","21,00"
"SEXO,DROGAS,ROCK N ROLL...E CHOCOLATE",SUZANA HERCULANO-HOUZEL,"R$59,00","29,50"
"FLOR DA PELE, A",SERGIO DANILO PENA,"R$36,00","18,00"
OXIGENIO,CARL DJERASSI E ROALD HOFFMANN,"R$30,80","15,40"
NADA É O QUE PARECE,MARÔ BARBIERI,"R$30,80","15,40"
NADA COMO TER CLASSE,MARÔ BARBIERI,"R$25,30","12,65"
"PROFESSOR DO JOVEM IMPERADOR, O",ADÍLIO JORGE MARQUES,"R$54,00","27,00"
