ISBN,TÍTULO,EDITORA,ASSUNTO,AUTOR,"PREÇO DE CAPA","PREÇO NA FEIRA (50%)",LINK
"",,,,,,,ARTER-ROBERT-EDITORA-UNESP/p
9788571394452,Guillaume Apollinare,Editora Unesp,Linguística,"AMORIM, SILVANAVIEIRA DA SILVA","R$ 56,00","R$ 28,00","https://www.livrariaunesp.com.br/Guillaume-Apollinare-AMORIM-SILVANA-VIEIRA-DA-SILVA-EDITORA-UNESP/p"
9788571393264,Guimarães Rosa,Editora Unesp,"Literatura, Ficção e Romance","LEONEL, MARIA CELIA","R$ 59,00","R$ 29,50","https://www.livrariaunesp.com.br/Guimaraes-Rosa-LEONEL-MARIA-CELIA-EDITORA-UNESP/p"
9788571394964,Hamlet no Holodeck,Editora Unesp,Informática,"MURRAY, JANET H.","R$ 72,00","R$ 36,00","https://www.livrariaunesp.com.br/Hamlet-no-Holodeck-MURRAY-JANET-H-EDITORA-UNESP/p"
9788539301744,Harmonia - 2a edição,Editora Unesp,Artes,"SCHOENBERG,ARNOLD","R$ 118,00","R$ 59,00","https://www.livrariaunesp.com.br/Harmonia-2a-edicao-SCHOENBERG-ARNOLD-EDITORA-UNESP/p"
9788571391055,Hedonismo e exotismo,Editora Unesp,Sociologia,"CAMPORESI, PIERO","R$ 48,00","R$ 24,00",https://www.livrariaunesp.com.br/Hedonismo-e-exotismo-
"",,,,,,CAMPORESI-PIERO-EDITORA-UNESP/p,
9788571392816,Hegel,Editora Unesp,Biografias,"PLANT, RAYMOND","R$ 22,00","R$ 11,00","https://www.livrariaunesp.com.br/Hegel-PLANT-RAYMOND-EDITORA-UNESP/p"
9788571391901,"Hegel, Marx e a tradição liberal",Editora Unesp,"Política e RelaçõesInternacionais","LOSURDO, DOMENICO","R$ 58,00","R$ 29,00","https://www.livrariaunesp.com.br/Hegel-Marx-e-a-tradicao-liberal-LOSURDO-DOMENICO-EDITORA-UNESP/p"
9788579830532,HERÓIS CONTRA A PAREDE,"CulturaAcadêmica","Literatura, Ficção e Romance","AGUIAR, VERATEIXEIRA DE","R$ 40,00","R$ 20,00","https://www.livrariaunesp.com.br/HEROIS-CONTRA-A-PAREDE-AGUIAR-VERA-TEIXEIRA-DE-CULTURA-ACADEMICA/p"
9788539300587,Hinos homéricos,Editora Unesp,Filosofia,"ROSA, EDVANDABONAVINA","R$ 110,00","R$ 55,00",https://www.livrariaunesp.com.br/Hinos-homericos-ROSA-
"",,,,,,EDVANDA-BONAVINA-EDITORA-UNESP/p,
9788539302147,"história à prova do tempo - 2aedição, A",Editora Unesp,História,"DOSSE, FRANCOIS","R$ 69,00","R$ 34,50","https://www.livrariaunesp.com.br/historia-a-prova-do-tempo-2a-edicao-A-DOSSE-FRANCOIS-EDITORA-UNESP/p"
9788539308224,História da Bahia - 12a edição,Editora Unesp,"Política e RelaçõesInternacionais","TAVARES, LUISHENRIQUE DIAS","R$ 90,00","R$ 45,00","https://www.livrariaunesp.com.br/Historia-da-Bahia-12a-edicao-TAVARES-LUIS-HENRIQUE-DIAS-EDITORA-UNESP/p"
9788571399501,História da escrita,Editora Unesp,História,"FISCHER, STEVENROGER","R$ 68,00","R$ 34,00","https://www.livrariaunesp.com.br/Historia-da-escrita-FISCHER-STEVEN-ROGER-EDITORA-UNESP/p"
9788571392960,História da Idade Média,Editora Unesp,História,"PEDRERO-SANCHEZ,MARIA GUADALUPE","R$ 72,00","R$ 36,00","https://www.livrariaunesp.com.br/Historia-da-Idade-Media-PEDRERO-SANCHEZ-MARIA-GUADALUPE-EDITORA-UNESP/p"
9788539306640,História da Inglaterra - 2a edição,Editora Unesp,Filosofia,"HUME, DAVID","R$ 86,00","R$ 43,00","https://www.livrariaunesp.com.br/Historia-da-Inglaterra-2a-edicao-HUME-DAVID-EDITORA-UNESP/p"
9788571396555,História da leitura,Editora Unesp,História,"FISCHER, STEVENROGER","R$ 76,00","R$ 38,00","https://www.livrariaunesp.com.br/Historia-da-leitura-FISCHER-STEVEN-ROGER-EDITORA-UNESP/p"
9788539306688,História da minha vida,Editora Unesp,Biografias,"SAND, GEORGE","R$ 146,00","R$ 73,00",https://www.livrariaunesp.com.br/Historia-da-minha-vida-
"",,,,,,SAND-GEORGE-EDITORA-UNESP/p,
9788571392601,História da pedagogia,Editora Unesp,Educação e Pedagogia,"CAMBI, FRANCO","R$ 99,00","R$ 49,50","https://www.livrariaunesp.com.br/Historia-da-pedagogia-CAMBI-FRANCO-EDITORA-UNESP/p"
"",,,,,,,https://www.livrariaunesp.com.br/Historia-da-solidao-e-
9788539307951,História da solidão e dos solitários,Editora Unesp,História,"MINOIS, GEORGES","R$ 99,00","R$ 49,50",
"",,,,,,,dos-solitarios-MINOIS-GEORGES-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Historia-das-
9788571399945,História das agriculturas no mundo,Editora Unesp,História,"MAZOYER, MARCEL","R$ 96,00","R$ 48,00",agriculturas-no-mundo-MAZOYER-MARCEL-EDITORA-
"",,,,,,,UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Historia-das-
9788571391093,História das universidades,Editora Unesp,Educação e Pedagogia,"VERGER, JACQUES","R$ 42,00","R$ 21,00",
"",,,,,,,universidades-CHARLE-CHRISTOPHE-EDITORA-UNESP/p
"","história de Nicolás I, Rei do",,,,,,https://www.livrariaunesp.com.br/historia-de-Nicolas-I-Rei-
"",,,,"VERISSIMO,",,,
9788539307104,Paraguai e Imperador dos,Editora Unesp,História,,"R$ 36,00","R$ 18,00",do-Paraguai-e-Imperador-dos-Mamelucos-A-VERISSIMO-
"",,,,FERNANDA,,,
"","Mamelucos, A",,,,,,FERNANDA-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Historia-de-quinze-dias-
"","História de quinze dias, história de",,Política e Relações,"AZEVEDO, SILVIA",,,
9788539300839,,Editora Unesp,,,"R$ 59,00","R$ 29,50",historia-de-trinta-dias-AZEVEDO-SILVIA-MARIA-EDITORA-
"",trinta dias,,Internacionais,MARIA,,,
"",,,,,,,UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Historia-de-Roma-
9788539300891,História de Roma,Editora Unesp,"Literatura, Ficção e Romance","GRIMAL, PIERRE","R$ 42,00","R$ 21,00",
"",,,,,,,GRIMAL-PIERRE-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Historia-de-Sao-Paulo-
"",,,,"SILVA, MARIA BEATRIZ",,,
9788571398672,História de São Paulo colonial,Editora Unesp,História,,"R$ 74,00","R$ 37,00",colonial-SILVA-MARIA-BEATRIZ-NIZZA-DA-EDITORA-
"",,,,NIZZA DA,,,
"",,,,,,,UNES/p
"",,,,,,,https://www.livrariaunesp.com.br/historia-deve-ser-
"",história deve ser dividida em,,,,,,
9788539305940,,Editora Unesp,História,"LE GOFF, JACQUES","R$ 49,00","R$ 24,50",dividida-em-pedacos--A-LE-GOFF-JACQUES-EDITORA-
"","pedaços?, A",,,,,,
"",,,,,,,UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Historia-do-ateismo-
9788539305247,História do ateísmo,Editora Unesp,Filosofia,"MINOIS, GEORGES","R$ 118,00","R$ 59,00",
"",,,,,,,MINOIS-GEORGES-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/historia-do-Brasil-nas-
"",história do Brasil nas duas guerras,,,,,,
9788539308200,,Editora Unesp,História,MARY DEL PRIORE,"R$ 88,00","R$ 44,00",duas-guerras-mundiais-A-MARY-DEL-PRIORE-EDITORA-
"","mundiais, A",,,,,,
"",,,,,,,UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Historia-do-corpo-no-
9788539301201,História do corpo no Brasil,Editora Unesp,Antropologia,,"R$ 99,00","R$ 49,50",
"",,,,,,,Brasil-EDITORA-UNESP/p
"",História do estado de São Paulo/A,,,,,,https://www.livrariaunesp.com.br/Historia-do-estado-de-
"",,,Política e Relações,,,,
9788571399761,formação da unidade paulista - Vol.,Editora Unesp,,"ODALIA, NILO","R$ 59,00","R$ 29,50",Sao-Paulo-A-formacao-da-unidade-paulista-Vol-3-ODALIA-
"",,,Internacionais,,,,
"",3,,,,,,NILO-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Historia-do-
"",História do estruturalismo -,,,,,,
9788539307739,,Editora Unesp,Filosofia,"DOSSE, FRANCOIS","R$ 258,00","R$ 129,00",estruturalismo-Volumes-1-e-2-DOSSE-FRANCOIS-EDITORA-
"",Volumes 1 e 2,,,,,,
"",,,,,,,UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Historia-do-futuro-
9788539306404,História do futuro,Editora Unesp,História,"MINOIS, GEORGES","R$ 128,00","R$ 64,00",
"",,,,,,,MINOIS-GEORGES-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Historia-do-riso-e-do-
9788571394469,História do riso e do escárnio,Editora Unesp,Antropologia,"MINOIS, GEORGES","R$ 106,00","R$ 53,00",
"",,,,,,,escarnio-MINOIS-GEORGES-EDITORA-UNESP/p
9788539307647,História do suicídio,Editora Unesp,História,"MINOIS, GEORGES","R$ 84,00","R$ 42,00","https://www.livrariaunesp.com.br/Historia-do-suicidio-MINOIS-GEORGES-EDITORA-UNESP/p",
9788539306992,"História dos crimes e da violênciano Brasil",Editora Unesp,História,"DEL PRIORE, MARY","R$ 98,00","R$ 49,00","https://www.livrariaunesp.com.br/Historia-dos-crimes-e-da-violencia-no-Brasil-DEL-PRIORE-MARY-EDITORA-UNESP/p",
9788539304295,História dos homens no Brasil,Editora Unesp,Antropologia,,"R$ 94,00","R$ 47,00","https://www.livrariaunesp.com.br/Historia-dos-homens-no-Brasil-EDITORA-UNESP/p",
9788579831485,"HISTÓRIA E FILOSOFIA DASCIÊNCIAS E O ENSINO DE CIÊNCIAS","CulturaAcadêmica",Filosofia,"CARNEIRO, MARCELOCARBONE","R$ 34,00","R$ 17,00","https://www.livrariaunesp.com.br/HISTORIA-E-FILOSOFIA-DAS-CIENCIAS-E-O-ENSINO-DE-CIENCIAS-CARNEIRO-MARCELO-CARBONE-CULTURA-ACADEMICA/p",
9788539302246,História e teoria social - 2a edição,Editora Unesp,Sociologia,"BURKE, PETER","R$ 69,00","R$ 34,50","https://www.livrariaunesp.com.br/Historia-e-teoria-social-2a-edicao-BURKE-PETER-EDITORA-UNESP/p",
9788571398160,História em quadrinhos,Editora Unesp,Artes,"MENDO, ANSELMOGIMENEZ","R$ 34,00","R$ 17,00",https://www.livrariaunesp.com.br/Historia-em-quadrinhos,
"",,,,,,,MENDO-ANSELMO-GIMENEZ-EDITORA-UNESP/p,
9788539308125,História Natural,Editora Unesp,"Ciências Biológicas, Exatas,Naturais e da Terra","BUFFON, CONDE DE","R$ 164,00","R$ 82,00","https://www.livrariaunesp.com.br/Historia-Natural-BUFFON-CONDE-DE-EDITORA-UNESP/p",
9788571396043,História natural da religião,Editora Unesp,Filosofia,"HUME, DAVID","R$ 42,00","R$ 21,00","https://www.livrariaunesp.com.br/Historia-natural-da-religiao-HUME-DAVID-EDITORA-UNESP/p",
9788571391543,História social da linguagem,Editora Unesp,História,"BURKE, PETER","R$ 62,00","R$ 31,00","https://www.livrariaunesp.com.br/Historia-social-da-linguagem-BURKE-PETER-EDITORA-UNESP/p",
9788539302468,"história, A",Editora Unesp,Filosofia,"DOSSE, FRANCOIS","R$ 68,00","R$ 34,00","https://www.livrariaunesp.com.br/historia-A-DOSSE-FRANCOIS-EDITORA-UNESP/p",
9788571398559,"historiador e seu tempo, O",Editora Unesp,História,"FERREIRA, ANTONIOCELSO","R$ 62,00","R$ 31,00","https://www.livrariaunesp.com.br/historiador-e-seu-tempo-O-FERREIRA-ANTONIO-CELSO-EDITORA-UNESP/p",
9788539300976,"historiadores, Os",Editora Unesp,História,"SALES, VERONIQUE","R$ 84,00","R$ 42,00",https://www.livrariaunesp.com.br/historiadores-Os-SALES-,
"",,,,,,,VERONIQUE-EDITORA-UNESP/p,
9788539307418,Histórias de livros perdidos,Editora Unesp,História,"STRATEN, GIORGIOVAN","R$ 42,00","R$ 21,00","https://www.livrariaunesp.com.br/Historias-de-livros-perdidos-STRATEN-GIORGIO-VAN-EDITORA-UNESP/p",
9786557110195,"Histórias do Atlântico português -2a edição",Editora Unesp,História,"RUSSELL-WOOD, A.J.R.","R$ 72,00","R$ 36,00","https://www.livrariaunesp.com.br/Historias-do-Atlantico-portugues-2a-edicao-RUSSELL-WOOD-A-J-R-EDITORA-UNES/p",
9788539308293,Histórias extraordinárias,Editora Unesp,"Literatura, Ficção e Romance","POE, EDGAR ALLAN","R$ 55,00","R$ 27,50","https://www.livrariaunesp.com.br/Historias-extraordinarias-POE-EDGAR-ALLAN-EDITORA-UNESP/p",
9788539300488,Hobbes e a liberdade republicana,Editora Unesp,"Política e RelaçõesInternacionais","SKINNER, QUENTIN","R$ 46,00","R$ 23,00","https://www.livrariaunesp.com.br/Hobbes-e-a-liberdade-republicana-SKINNER-QUENTIN-EDITORA-UNESP/p",
"",,,,,,,https://www.livrariaunesp.com.br/homem-diante-da-
9788539305353,"homem diante da morte, O Editora Unesp",,História,"ARIES, PHILIPPE","R$ 148,00","R$ 74,00",
"",,,,,,,morte-O-ARIES-PHILIPPE-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Homens-de-preto-
9788571394988,Homens de preto Editora Unesp,,Sociologia,"HARVEY, JOHN","R$ 68,00","R$ 34,00",
"",,,,,,,HARVEY-JOHN-EDITORA-UNESP/p
"",,,"Administração, Economia e","SALOMAO, IVAN",,,https://www.livrariaunesp.com.br/homens-do-cofre-Os-
9786557110454,"homens do cofre, Os Editora Unesp",,,,"R$ 89,00","R$ 44,50",
"",,,Empreendedorismo,COLANGELO,,,SALOMAO-IVAN-COLANGELO-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Homens-livres-na-
"",Homens livres na ordem,,Política e Relações,"FRANCO, MARIA",,,
9788571391581,Editora Unesp,,,,"R$ 59,00","R$ 29,50",ordem-escravocrata-FRANCO-MARIA-SYLVIA-DE-
"",escravocrata,,Internacionais,SYLVIA DE CARVALHO,,,
"",,,,,,,CARVALHO-EDITORA-UNESP/p
"",,,Política e Relações,"LAVALLE, ADRIAN",,,https://www.livrariaunesp.com.br/horizonte-da-politica-O-
9788539302567,"horizonte da política, O Editora Unesp",,,,"R$ 84,00","R$ 42,00",
"",,,Internacionais,GURZA,,,LAVALLE-ADRIAN-GURZA-EDITORA-UNESP/p
"",,,Política e Relações,,,,https://www.livrariaunesp.com.br/horror-economico-O-
9788571391475,"horror econômico, O Editora Unesp",,,"FORRESTER, VIVIANE","R$ 45,00","R$ 22,50",
"",,,Internacionais,,,,FORRESTER-VIVIANE-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/HUMANIDADES-EM-
"",,,,"CARDOSO,",,,
"",HUMANIDADES EM COMUNICAÇÃO Cultura,,,,,,COMUNICACAO-UM-DIALOGO-MULTIDISCIPLINAR-
9788598605050,,,Comunicação,CLODOALDO,"R$ 32,00","R$ 16,00",
"",- UM DIÁLOGO MULTIDISCIPLINAR Acadêmica,,,,,,CARDOSO-CLODOALDO-MENEGUELLO-CULTURA-
"",,,,MENEGUELLO,,,
"",,,,,,,ACADEMICA/p
"",,,,,,,https://www.livrariaunesp.com.br/Humanizacao-e-
"",Humanização e humanidades em,,"Ciências Biológicas, Exatas,",,,,
9788539302604,Editora Unesp,,,"RIOS, IZABEL CRISTINA","R$ 60,00","R$ 30,00",humanidades-em-medicina-RIOS-IZABEL-CRISTINA-
"",medicina,,Naturais e da Terra,,,,
"",,,,,,,EDITORA-UNES/p
"",,,"Ciências Biológicas, Exatas,",,,,https://www.livrariaunesp.com.br/humanos-antes-da-
9788571394711,"humanos antes da humanidade, Os Editora Unesp",,,"FOLEY, ROBERT","R$ 72,00","R$ 36,00",
"",,,Naturais e da Terra,,,,humanidade-Os-FOLEY-ROBERT-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Humberto-Mauro-e-as-
"",Humberto Mauro e as imagens do,,,,,,
9788571395091,Editora Unesp,,Artes,"SCHVARZMAN, SHEILA","R$ 76,00","R$ 38,00",imagens-do-Brasil-SCHVARZMAN-SHEILA-EDITORA-
"",Brasil,,,,,,
"",,,,,,,UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Hume-QUINTON-
9788571392342,Hume Editora Unesp,,Biografias,"QUINTON, ANTHONY","R$ 22,00","R$ 11,00",
"",,,,,,,ANTHONY-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Hume-e-a-
"",,,,"MONTEIRO, JOAO",,,
9788571399051,Hume e a epistemologia Editora Unesp,,Filosofia,,"R$ 50,00","R$ 25,00",epistemologia-MONTEIRO-JOAO-PAULO-EDITORA-
"",,,,PAULO,,,
"",,,,,,,UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/idade-de-ouro-A-
9788539301713,"idade de ouro, A Editora Unesp",,Filosofia,"MINOIS, GEORGES","R$ 94,00","R$ 47,00",
"",,,,,,,MINOIS-GEORGES-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/ideia-de-cultura-2a-
9788539301478,"ideia de cultura - 2a edição, A Editora Unesp",,Sociologia,"EAGLETON, TERRY","R$ 54,00","R$ 27,00",
"",,,,,,,edicao-A-EAGLETON-TERRY-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/ideia-de-uma-ciencia-
"",ideia de uma ciência social e sua,,,,,,
9786557110027,Editora Unesp,,Filosofia,"WINCH, PETER","R$ 56,00","R$ 28,00",social-e-sua-relacao-com-a-filosofia-A-WINCH-PETER-
"","relação com a filosofia, A",,,,,,
"",,,,,,,EDITORA-UNESP/p
9788539306909,"Ideias e os fatos, As",Editora Unesp,História,"MAZZUCCHELLI,FREDERICO","R$ 65,00","R$ 32,50","https://www.livrariaunesp.com.br/Ideias-e-os-fatos-As-MAZZUCCHELLI-FREDERICO-EDITORA-UNES/p"
9788539305506,Ilhas,Editora Unesp,"Ciências Biológicas, Exatas,Naturais e da Terra","FISCHER, STEVENROGER","R$ 84,00","R$ 42,00","https://www.livrariaunesp.com.br/Ilhas-FISCHER-STEVEN-ROGER-EDITORA-UNESP/p"
9788539307210,"ilustração (1884-1892), A",Editora Unesp,História,"LUCA, TANIA REGINADE","R$ 76,00","R$ 38,00",https://www.livrariaunesp.com.br/ilustracao-1884-1892-A-
"",,,,,,,LUCA-TANIA-REGINA-DE-EDITORA-UNESP/p
9788571397460,"imagem científica, A",Editora Unesp,Filosofia,"VAN FRAASSEN, BAS C.","R$ 64,00","R$ 32,00","https://www.livrariaunesp.com.br/imagem-cientifica-A-VAN-FRAASSEN-BAS-C-EDITORA-UNES/p"
9788571394445,"Imaginário e viajantes no Brasil doséculo XIX",Editora Unesp,História,"BARREIRO, JOSECARLOS","R$ 62,00","R$ 31,00","https://www.livrariaunesp.com.br/Imaginario-e-viajantes-no-Brasil-do-seculo-XIX-BARREIRO-JOSE-CARLOS-EDITORA-UNESP/p"
9788598347011,Impactos dos assentamentos,Editora Unesp,"Política e RelaçõesInternacionais","LEITE, SERGIO","R$ 78,00","R$ 39,00","https://www.livrariaunesp.com.br/Impactos-dos-assentamentos-LEITE-SERGIO-EDITORA-UNESP/p"
9788571394803,"Impactos econômicos e financeirosda Unesp para os municípios",Editora Unesp,Educação e Pedagogia,"BOVO, JOSE MURARI","R$ 44,00","R$ 22,00",https://www.livrariaunesp.com.br/Impactos-economicos-e
"",,,,,,,"financeiros-da-Unesp-para-os-municipios-BOVO-JOSE-MURARI-EDITORA-UNESP/p"
9788571398702,Impasses no novo mundo,Editora Unesp,Sociologia,"OLIVEIRA, FLAVIAARLANCH MARTINS DE","R$ 54,00","R$ 27,00","https://www.livrariaunesp.com.br/Impasses-no-novo-mundo-OLIVEIRA-FLAVIA-ARLANCH-MARTINS-DE-EDITORA-"
"",,,,,,,UNESP/p
9788539301799,Imperador cidadão,Editora Unesp,"Literatura, Ficção e Romance","BARMAN, RODERICK J.","R$ 104,00","R$ 52,00","https://www.livrariaunesp.com.br/Imperador-cidadao-BARMAN-RODERICK-J-EDITORA-UNESP/p"
9788539304769,"império da ordem, O",Editora Unesp,História,"SALDANHA, FLAVIOHENRIQUE DIAS","R$ 46,00","R$ 23,00","https://www.livrariaunesp.com.br/imperio-da-ordem-O-SALDANHA-FLAVIO-HENRIQUE-DIAS-EDITORA-UNESP/p"
9788539307548,"império do sentido, O",Editora Unesp,Sociologia,"DOSSE, FRANCOIS","R$ 89,00","R$ 44,50","https://www.livrariaunesp.com.br/imperio-do-sentido-O-DOSSE-FRANCOIS-EDITORA-UNESP/p"
9788571395213,"impostura científica em dez lições,A",Editora Unesp,Sociologia,"PRACONTAL, MICHELDE","R$ 89,00","R$ 44,50",https://www.livrariaunesp.com.br/impostura-cientifica-em
"",,,,,,,dez-licoes-A-PRACONTAL-MICHEL-DE-EDITORA-UNESP/p
9788571395879,Imprensa e cidade,Editora Unesp,Educação e Pedagogia,"MARTINS, ANA LUIZA","R$ 30,00","R$ 15,00","https://www.livrariaunesp.com.br/Imprensa-e-cidade-MARTINS-ANA-LUIZA-EDITORA-UNES/p"
9788579831812,"IMPRENSA E SOCIEDADEBRASILEIRA","CulturaAcadêmica",Comunicação,"LOSNAK, CELIO JOSE","R$ 30,00","R$ 15,00","https://www.livrariaunesp.com.br/IMPRENSA-E-SOCIEDADE-BRASILEIRA-LOSNAK-CELIO-JOSE-CULTURA-ACADEMICA/p"
9788571395558,Imprensa escrita e telejornal,Editora Unesp,"Literatura, Ficção e Romance","ZANCHETTA JUNIOR,JUVENAL","R$ 28,00","R$ 14,00","https://www.livrariaunesp.com.br/Imprensa-escrita-e-telejornal-ZANCHETTA-JUNIOR-JUVENAL-EDITORA-UNESP/p"
9788539300518,Impresso no Brasil,Editora Unesp,História,"BRAGANCA, ANIBAL","R$ 82,00","R$ 41,00","https://www.livrariaunesp.com.br/Impresso-no-Brasil-BRAGANCA-ANIBAL-EDITORA-UNESP/p"
"",,,,,,,https://www.livrariaunesp.com.br/inclusao-do-outro-A-
9788539307685,"inclusão do outro, A",Editora Unesp,Filosofia,"HABERMAS, JURGEN","R$ 100,00","R$ 50,00",
"",,,,,,,HABERMAS-JURGEN-EDITORA-UNESP/p
"",,,,"WILDER, GABRIELA",,,https://www.livrariaunesp.com.br/Inclusao-social-e-
9788571399860,Inclusão social e cultural,Editora Unesp,Artes,,"R$ 48,00","R$ 24,00",
"",,,,SUZANA,,,cultural-WILDER-GABRIELA-SUZANA-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/inconsciente-explicado-
"",inconsciente explicado ao meu,,,"ROUDINESCO,",,,
9788539308002,,Editora Unesp,"Literatura, Ficção e Romance",,"R$ 28,00","R$ 14,00",ao-meu-neto-O-ROUDINESCO-ELISABETH-EDITORA-
"","neto, O",,,ELISABETH,,,
"",,,,,,,UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Inconsciente-
"",,,,"CARDOSO JR., HELIO",,,
9788571397743,Inconsciente-multiplicidade,Editora Unesp,Psicologia e Psicanálise,,"R$ 62,00","R$ 31,00",multiplicidade-CARDOSO-JR-HELIO-REBELLO-EDITORA-
"",,,,REBELLO,,,
"",,,,,,,UNESP/p
"",,,"Ciências Biológicas, Exatas,","TERCARIOLI, GISELA",,,https://www.livrariaunesp.com.br/incrivel-mundo-dos-
9788539300143,"incrível mundo dos fungos, O",Editora Unesp,,,"R$ 40,00","R$ 20,00",
"",,,Naturais e da Terra,RAMOS,,,fungos-O-TERCARIOLI-GISELA-RAMOS-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Individuos-STRAWSON-
9788539307944,Indivíduos,Editora Unesp,Filosofia,"STRAWSON, PETER F.","R$ 72,00","R$ 36,00",
"",,,,,,,PETER-F-EDITORA-UNESP/p
"",,,,"ADORNO, THEODOR",,,https://www.livrariaunesp.com.br/Industria-cultural-
9786557110041,Indústria cultural,Editora Unesp,Sociologia,,"R$ 60,00","R$ 30,00",
"",,,,W.,,,ADORNO-THEODOR-W-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Infinitude-subjetiva-e-
9788571395923,Infinitude subjetiva e estética,Editora Unesp,Filosofia,"BARBOZA, JAIR","R$ 68,00","R$ 34,00",
"",,,,,,,estetica-BARBOZA-JAIR-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Informacao-e-controle-
"",,,,"MACHADO, ANA",,,
9788571394629,Informação e controle bibliográfico,Editora Unesp,Comunicação,,"R$ 48,00","R$ 24,00",bibliografico-MACHADO-ANA-MARIA-NOGUEIRA-EDITORA-
"",,,,MARIA NOGUEIRA,,,
"",,,,,,,UNES/p
"",,,,"FERREIRA, MARCOS",,,https://www.livrariaunesp.com.br/Iniciacao-a-analise-
9788539305377,Iniciação à análise geoespacial,Editora Unesp,Geografia,,"R$ 78,00","R$ 39,00",
"",,,,CESAR,,,geoespacial-FERREIRA-MARCOS-CESAR-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Inimigos-da-esperanca-
9788571396876,Inimigos da esperança,Editora Unesp,Educação e Pedagogia,"WATERS, LINDSAY","R$ 36,00","R$ 18,00",
"",,,,,,,WATERS-LINDSAY-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Inscrever-e-apagar-
9788571397453,Inscrever e apagar,Editora Unesp,História,"CHARTIER, ROGER","R$ 69,00","R$ 34,50",
"",,,,,,,CHARTIER-ROGER-EDITORA-UNESP/p
"",instituição da religião cristã - Tomo,,Política e Relações,,,,https://www.livrariaunesp.com.br/instituicao-da-religiao-
9788571398047,,Editora Unesp,,"CALVINO, JOAO","R$ 108,00","R$ 54,00",
"","1, A",,Internacionais,,,,crista-Tomo-1-A-CALVINO-JOAO-EDITORA-UNESP/p
"",instituição da religião cristã - Tomo,,Política e Relações,,,,https://www.livrariaunesp.com.br/instituicao-da-religiao-
9788571399006,,Editora Unesp,,"CALVINO, JOAO","R$ 154,00","R$ 77,00",
"","2, A",,Internacionais,,,,crista-Tomo-2-A-CALVINO-JOAO-EDITORA-UNESP/p
"",Instrução pública e projeto,,,,,,https://www.livrariaunesp.com.br/Instrucao-publica-e-
9788539306879,,Editora Unesp,Educação e Pedagogia,"BOTO, CARLOTA","R$ 76,00","R$ 38,00",
"",civilizador,,,,,,projeto-civilizador-BOTO-CARLOTA-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/instrumento-do--Diabo--
9788539302031,"instrumento do 'Diabo', O",Editora Unesp,Artes,"STASI, CARLOS","R$ 38,00","R$ 19,00",
"",,,,,,,O-STASI-CARLOS-EDITORA-UNESP/p
9788571391444,"intelectuais e o poder, Os",Editora Unesp,"Política e RelaçõesInternacionais","BOBBIO, NORBERTO","R$ 60,00","R$ 30,00","https://www.livrariaunesp.com.br/intelectuais-e-o-poder-Os-BOBBIO-NORBERTO-EDITORA-UNESP/p",
9788571394438,"Intelectuais portugueses e a culturabrasileira",Editora Unesp,História,"GOBBI, MARCIAVALERIA ZAMBONI","R$ 69,00","R$ 34,50","https://www.livrariaunesp.com.br/Intelectuais-portugueses-e-a-cultura-brasileira-GOBBI-MARCIA-VALERIA-ZAMBONI-EDITORA-UNESP/p",
9786557110096,Inteligência artificial,Editora Unesp,Informática,"BODEN, MARGARET A.","R$ 52,00","R$ 26,00","https://www.livrariaunesp.com.br/Inteligencia-artificial-BODEN-MARGARET-A-EDITORA-UNESP/p",
