ISBN,TÍTULO,EDITORA,ASSUNTO,AUTOR,"PREÇO DE CAPA","PREÇO NA FEIRA (50%)",LINK
"",,,,,,"percepcao-e-o-conceito-de-abstracao-na-filosofia-de-Espinosa-A-TEIXEIRA-LIVIO-EDITORA-UNESP/p",
9788571399204,"dramaturgia e a encenação noespaço não convencional, A",Editora Unesp,Artes,"REBOUCAS, EVILL","R$ 58,00","R$ 29,00","https://www.livrariaunesp.com.br/dramaturgia-e-a-encenacao-no-espaco-nao-convencional-A-REBOUCAS-EVILL-EDITORA-UNESP/p"
9788571397774,"duração da pessoa, A",Editora Unesp,Sociologia,"PISSOLATO, ELIZABETH","R$ 90,00","R$ 45,00","https://www.livrariaunesp.com.br/duracao-da-pessoa-A-PISSOLATO-ELIZABETH-EDITORA-UNESP/p"
9788539306145,Eclipse da razão,Editora Unesp,Filosofia,"HORKHEIMER, MAX","R$ 56,00","R$ 28,00","https://www.livrariaunesp.com.br/Eclipse-da-razao-HORKHEIMER-MAX-EDITORA-UNESP/p"
9788539307128,Economia institucional,Editora Unesp,"Administração, Economia eEmpreendedorismo","SALLES, ALEXANDREOTTONI TEATINI","R$ 79,00","R$ 39,50","https://www.livrariaunesp.com.br/Economia-institucional-SALLES-ALEXANDRE-OTTONI-TEATINI-EDITORA-UNESP/p"
9788571396661,Economia selvagem,Editora Unesp,Antropologia,"GORDON, CESAR","R$ 94,00","R$ 47,00","https://www.livrariaunesp.com.br/Economia-selvagem-GORDON-CESAR-EDITORA-UNESP/p"
9788539302550,"Economia, poder e influênciaexterna",Editora Unesp,"Política e RelaçõesInternacionais","COELHO, JAIME CESAR","R$ 66,00","R$ 33,00","https://www.livrariaunesp.com.br/Economia-poder-e-influencia-externa-COELHO-JAIME-CESAR-EDITORA-UNESP/p"
9788539300082,Ecos do púlpito,Editora Unesp,História,"DURAN, MARIARENATA DA CRUZ","R$ 44,00","R$ 22,00",https://www.livrariaunesp.com.br/Ecos-do-pulpito-DURAN
"",,,,,,MARIA-RENATA-DA-CRUZ-EDITORA-UNES/p,
9788539306947,"educação básica pública temsolução?, A",Editora Unesp,Educação e Pedagogia,"VOORWALD, HERMANJ. C.","R$ 36,00","R$ 18,00","https://www.livrariaunesp.com.br/educacao-basica-publica-tem-solucao--A-VOORWALD-HERMAN-J-C-EDITORA-UNESP/p"
9788539302628,Educação e burocracia,Editora Unesp,"Política e RelaçõesInternacionais","TRAGTENBERG,MAURICIO","R$ 78,00","R$ 39,00","https://www.livrariaunesp.com.br/Educacao-e-burocracia-TRAGTENBERG-MAURICIO-EDITORA-UNES/p"
9788571395596,Educação e letramento,Editora Unesp,"Literatura, Ficção e Romance","MARIA DO ROSARIOLONGO MORTATTI","R$ 28,00","R$ 14,00",https://www.livrariaunesp.com.br/Educacao-e-letramento-
"",,,,,,"MARIA-DO-ROSARIO-LONGO-MORTATTI-EDITORA-UNESP/p",
9788571390560,Educação e liberdade,Editora Unesp,Educação e Pedagogia,"VINCENTI, LUC","R$ 40,00","R$ 20,00","https://www.livrariaunesp.com.br/Educacao-e-liberdade-VINCENTI-LUC-EDITORA-UNESP/p"
9788539307524,Educação e ordem social,Editora Unesp,Educação e Pedagogia,"RUSSELL, BERTRAND","R$ 66,00","R$ 33,00","https://www.livrariaunesp.com.br/Educacao-e-ordem-social-RUSSELL-BERTRAND-EDITORA-UNESP/p"
9788539302437,Educação e serviço social,Editora Unesp,Educação e Pedagogia,"MARTINS, ELIANABOLORINO CANTEIRO","R$ 30,00","R$ 15,00","https://www.livrariaunesp.com.br/Educacao-e-servico-social-MARTINS-ELIANA-BOLORINO-CANTEIRO-EDITORA-UNESP/p"
9788571395831,"educação em Wilhelm Reich, A",Editora Unesp,Educação e Pedagogia,"MATTHIESEN, SARAQUENZER","R$ 68,00","R$ 34,00","https://www.livrariaunesp.com.br/educacao-em-Wilhelm-Reich-A-MATTHIESEN-SARA-QUENZER-EDITORA-UNESP/p"
"",,,,,,,https://www.livrariaunesp.com.br/Educacao-infantil-e-
"",Educação infantil e formação de,,,"AZEVEDO, HELOISA",,,
9788539304042,,Editora Unesp,Educação e Pedagogia,,"R$ 44,00","R$ 22,00",formacao-de-professores-AZEVEDO-HELOISA-HELENA-
"",professores,,,HELENA OLIVEIRA DE,,,
"",,,,,,,OLIVEIRA-DE-EDITORA-UNESP/p
"",educação musical em cursos de,,,,,,https://www.livrariaunesp.com.br/educacao-musical-em-
"",,,,"HENRIQUES, WASTI",,,
9788539304851,"Pedagogia do estado de São Paulo,",Editora Unesp,Artes,,"R$ 62,00","R$ 31,00",cursos-de-Pedagogia-do-estado-de-Sao-Paulo-A-
"",,,,SILVERIO CISZEVSKI,,,
"",A,,,,,,HENRIQUES-WASTI-SILVERIO-CISZEVSKI-EDITORA-UNESP/p
"",EDUCAÇÃO SEXUAL NO BRASIL,,,,,,https://www.livrariaunesp.com.br/EDUCACAO-SEXUAL-NO-
"",,Cultura,,"FIGUEIRO, MARY",,,
9788598605784,/COL. TEMAS EM EDUCAÇÃO,,Educação e Pedagogia,,"R$ 14,00","R$ 7,00",BRASIL--COL-TEMAS-EM-EDUCACAO-ESCOLAR-11-
"",,Acadêmica,,NEIDE DAMICO,,,
"",ESCOLAR 11,,,,,,FIGUEIRO-MARY-NEIDE-DAMICO-CULTURA-ACADEMICA/p
"",,,,"MORAES, REGINALDO",,,https://www.livrariaunesp.com.br/Educacao-superior-nos-
"",Educação superior nos Estados,,Política e Relações,,,,
9788539305599,,Editora Unesp,,CARMELLO CORREA,"R$ 68,00","R$ 34,00",Estados-Unidos-MORAES-REGINALDO-CARMELLO-CORREA-
"",Unidos,,Internacionais,,,,
"",,,,DE,,,DE-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Educacao-certezas-e-
9788571391888,Educação: certezas e apostas,Editora Unesp,Educação e Pedagogia,"HANNOUN, HUBBERT","R$ 46,00","R$ 23,00",
"",,,,,,,apostas-HANNOUN-HUBBERT-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/EFEITOS-DOS-ACIDOS-
"",EFEITOS DOS ÁCIDOS GRAXOS NA,Cultura,,,,,
9788598605302,,,Saúde e Medicina,"JORGE, NEUSA","R$ 15,00","R$ 7,50",GRAXOS-NA-SAUDE-HUMANA-MALACRIDA-CASSIA-
"",SAÚDE HUMANA,Acadêmica,,,,,
"",,,,,,,ROBERTA-CULTURA-ACADEMICA/p
"",,,,,,,https://www.livrariaunesp.com.br/Elegia-erotica-romana-
9788539306022,Elegia erótica romana,Editora Unesp,Artes,"VEYNE, PAUL","R$ 78,00","R$ 39,00",
"",,,,,,,VEYNE-PAUL-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/elementos-Os-
9788571399358,"elementos, Os",Editora Unesp,Filosofia,EUCLIDES,"R$ 114,00","R$ 57,00",
"",,,,,,,EUCLIDES-EDITORA-UNESP/p
"",,,Política e Relações,,,,https://www.livrariaunesp.com.br/Elogio-da-serenidade-
9788539301737,Elogio da serenidade - 2a edição,Editora Unesp,,"BOBBIO, NORBERTO","R$ 62,00","R$ 31,00",
"",,,Internacionais,,,,2a-edicao-BOBBIO-NORBERTO-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Em-busca-de-El-Cid-
9788571394063,Em busca de El Cid,Editora Unesp,História,"FLETCHER, RICHARD","R$ 62,00","R$ 31,00",
"",,,,,,,FLETCHER-RICHARD-EDITORA-UNESP/p
"",Em busca do povo brasileiro - 2a,,,,,,https://www.livrariaunesp.com.br/Em-busca-do-povo-
9788539305049,,Editora Unesp,História,"RIDENTI, MARCELO","R$ 88,00","R$ 44,00",
"",edição,,,,,,brasileiro-2a-edicao-RIDENTI-MARCELO-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Em-busca-dos-contos-
9788571392861,Em busca dos contos perdidos,Editora Unesp,Linguística,"MENDES, MARIZA B. T.","R$ 48,00","R$ 24,00",
"",,,,,,,perdidos-MENDES-MARIZA-B-T-EDITORA-UNESP/p
"",,,,"FLORENTINO,",,,https://www.livrariaunesp.com.br/Em-costas-negras-
9788539305575,Em costas negras,Editora Unesp,Sociologia,,"R$ 69,00","R$ 34,50",
"",,,,MANOLO,,,FLORENTINO-MANOLO-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Em-defesa-da-
9788571393639,Em defesa da Sociologia,Editora Unesp,Sociologia,"GIDDENS, ANTHONY","R$ 79,00","R$ 39,50",
"",,,,,,,Sociologia-GIDDENS-ANTHONY-EDITORA-UNESP/p
"",,,,"CUBIE, JUAN",,,https://www.livrariaunesp.com.br/Em-defesa-das-
9788539302352,Em defesa das mulheres,Editora Unesp,Sociologia,,"R$ 46,00","R$ 23,00",
"",,,,BAUTISTA,,,mulheres-CUBIE-JUAN-BAUTISTA-EDITORA-UNESP/p
9788571397965,Emilia Ferreiro e a alfabetização,Editora Unesp,Educação e Pedagogia,"MELLO, MARCIACRISTINA DE OLIVEIRA","R$ 38,00","R$ 19,00","https://www.livrariaunesp.com.br/Emilia-Ferreiro-e-a-alfabetizacao-MELLO-MARCIA-CRISTINA-DE-OLIVEIRA-EDITORA-UNESP/p"
9788539306664,"Empresários, trabalhadores egrupos de interesse",Editora Unesp,"Política e RelaçõesInternacionais","LOUREIRO, FELIPEPEREIRA","R$ 118,00","R$ 59,00","https://www.livrariaunesp.com.br/Empresarios-trabalhadores-e-grupos-de-interesse-LOUREIRO-FELIPE-PEREIRA-EDITORA-UNESP/p"
9788571396784,"Empresas transnacionais einternacionalização da P&D",Editora Unesp,"Administração, Economia eEmpreendedorismo","GOMES, ROGERIO","R$ 58,00","R$ 29,00","https://www.livrariaunesp.com.br/Empresas-transnacionais-e-internacionalizacao-da-P-D-GOMES-ROGERIO-EDITORA-UNESP/p"
9788539306152,Encarando os fatos,Editora Unesp,Filosofia,"NEALE, STEPHEN","R$ 72,00","R$ 36,00","https://www.livrariaunesp.com.br/Encarando-os-fatos-NEALE-STEPHEN-EDITORA-UNESP/p"
1199000000598,Enciclopédia completa (6 volumes),Editora Unesp,Filosofia,VARIOS,"R$ 468,00","R$ 234,00","https://www.livrariaunesp.com.br/Kit-enciclopedia-completa-6-volumes-VARIOS-EDITORA-UNESP/p"
9788539305872,"Enciclopédia, ou Dicionário razoadodas ciências, das artes e dos ofícios -Vol. 1",Editora Unesp,Filosofia,"DIDEROT, DENIS","R$ 86,00","R$ 43,00","https://www.livrariaunesp.com.br/Enciclopedia-ou-Dicionario-razoado-das-ciencias-das-artes-e-dos-oficios-Vol"
"",,,,,,,1-DIDEROT-DENIS-EDITORA-UNESP/p
9788539305605,"Enciclopédia, ou Dicionário razoadodas ciências, das artes e dos ofícios -Vol. 2",Editora Unesp,Filosofia,"DIDEROT, DENIS","R$ 86,00","R$ 43,00","https://www.livrariaunesp.com.br/Enciclopedia-ou-Dicionario-razoado-das-ciencias-das-artes-e-dos-oficios-Vol"
"",,,,,,,2-DIDEROT-DENIS-EDITORA-UNESP/p
9788539305889,"Enciclopédia, ou Dicionário razoadodas ciências, das artes e dos ofícios -Vol. 3",Editora Unesp,Filosofia,"DIDEROT, DENIS","R$ 86,00","R$ 43,00","https://www.livrariaunesp.com.br/Enciclopedia-ou-Dicionario-razoado-das-ciencias-das-artes-e-dos-oficios-Vol"
"",,,,,,,3-DIDEROT-DENIS-EDITORA-UNESP/p
9788539305896,"Enciclopédia, ou Dicionário razoadodas ciências, das artes e dos ofícios -Vol. 4",Editora Unesp,Filosofia,"DIDEROT, DENIS","R$ 86,00","R$ 43,00","https://www.livrariaunesp.com.br/Enciclopedia-ou-Dicionario-razoado-das-ciencias-das-artes-e-dos-oficios-Vol"
"",,,,,,,4-DIDEROT-DENIS-EDITORA-UNESP/p
9788539305902,"Enciclopédia, ou Dicionário razoadodas ciências, das artes e dos ofícios -Vol. 5",Editora Unesp,Filosofia,"DIDEROT, DENIS","R$ 86,00","R$ 43,00","https://www.livrariaunesp.com.br/Enciclopedia-ou-Dicionario-razoado-das-ciencias-das-artes-e-dos-oficios-Vol"
"",,,,,,,5-DIDEROT-DENIS-EDITORA-UNESP/p
9788539306695,"Enciclopédia, ou Dicionário razoadodas ciências, das artes e dos ofícios -Vol. 6",Editora Unesp,Filosofia,"DIDEROT, DENIS","R$ 86,00","R$ 43,00","https://www.livrariaunesp.com.br/Enciclopedia-ou-Dicionario-razoado-das-ciencias-das-artes-e-dos-oficios-Vol"
"",,,,,,,6-DIDEROT-DENIS-EDITORA-UNESP/p
9788571398498,Energia nuclear,Editora Unesp,"Ciências Biológicas, Exatas,Naturais e da Terra","GALETTI, DIOGENES","R$ 26,00","R$ 13,00","https://www.livrariaunesp.com.br/Energia-nuclear-GALETTI-DIOGENES-EDITORA-UNESP/p"
9788571396852,"engenho da narrativa e sua árvoregenealógica, O",Editora Unesp,"Literatura, Ficção e Romance","MOTTA, SERGIOVICENTE","R$ 104,00","R$ 52,00",https://www.livrariaunesp.com.br/engenho-da-narrativa-e
"sua-arvore-genealogica-O-MOTTA-SERGIO-VICENTE-EDITORA-UNESP/p",,,,,,,
"",,,,"CARDOSO JR., HELIO",,,https://www.livrariaunesp.com.br/Enredos-de-Clio-
9788571394667,Enredos de Clio,Editora Unesp,Filosofia,,"R$ 52,00","R$ 26,00",
"",,,,REBELLO,,,CARDOSO-JR-HELIO-REBELLO-EDITORA-UNESP/p
"",Ensaio sobre a história da,,,,,,https://www.livrariaunesp.com.br/Ensaio-sobre-a-historia-
9788539307975,,Editora Unesp,Filosofia,"FERGUSON, ADAM","R$ 104,00","R$ 52,00",
"",sociedade civil,,,,,,da-sociedade-civil-FERGUSON-ADAM-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Ensaio-sobre-a-origem-
"",Ensaio sobre a origem dos,,,"CONDILLAC, ETIENNE",,,
9788539307340,,Editora Unesp,Filosofia,,"R$ 76,00","R$ 38,00",dos-conhecimentos-humanos-CONDILLAC-ETIENNE-
"",conhecimentos humanos,,,BONNOT DE,,,
"",,,,,,,BONNOT-DE-EDITORA-UNESP/p
"",,,Crítica Literária e Teoria,,,,https://www.livrariaunesp.com.br/Ensaios-e-ineditos-
9788539307357,Ensaios e inéditos,Editora Unesp,,"CUNHA, EUCLIDES DA","R$ 68,00","R$ 34,00",
"",,,Literária,,,,CUNHA-EUCLIDES-DA-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Ensaios-filosoficos-
9788539307883,Ensaios filosóficos,Editora Unesp,Filosofia,"SMITH, ADAM","R$ 74,00","R$ 37,00",
"",,,,,,,SMITH-ADAM-EDITORA-UNESP/p
"",Ensaios sobre a ciência política na,,Política e Relações,,,,https://www.livrariaunesp.com.br/Ensaios-sobre-a-ciencia-
9788539306268,,Editora Unesp,,"BOBBIO, NORBERTO","R$ 86,00","R$ 43,00",
"",Itália,,Internacionais,,,,politica-na-Italia-BOBBIO-NORBERTO-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Ensaios-sobre-o-
"",Ensaios sobre o capitalismo no,,Política e Relações,"BELLUZZO, LUIZ",,,
9788571395442,,Editora Unesp,,,"R$ 49,00","R$ 24,50",capitalismo-no-seculo-XX-BELLUZZO-LUIZ-GONZAGA-DE-
"",século XX,,Internacionais,GONZAGA DE MELLO,,,
"",,,,,,,MELLO-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Ensaios-sobre-o-ensino-
"",Ensaios sobre o ensino em geral e o,,,"LACROIX, SYLVESTRE-",,,
9788539304271,,Editora Unesp,Educação e Pedagogia,,"R$ 69,00","R$ 34,50",em-geral-e-o-de-matematica-em-particular-LACROIX-
"",de matemática em particular,,,FRANCOIS,,,
"",,,,,,,SYLVESTRE-FRANCOIS-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Ensaios-sobre-
"",Ensaios sobre psicologia social e,,,"ADORNO, THEODOR",,,
9788539305926,,Editora Unesp,Psicologia e Psicanálise,,"R$ 64,00","R$ 32,00",psicologia-social-e-psicanalise-ADORNO-THEODOR-W-
"",psicanálise,,,W.,,,
"",,,,,,,EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/ENSINO-DE-MUSICA-
"",ENSINO DE MÚSICA PARA PESSOAS,Cultura,,"TUDISSAKI, SHIRLEI",,,
9788579836435,,,Educação e Pedagogia,,"R$ 35,00","R$ 17,50",PARA-PESSOAS-COM-DEFICIENCIA-VISUAL-TUDISSAKI-
"",COM DEFICIÊNCIA VISUAL,Acadêmica,,ESCOBAR,,,
"",,,,,,,SHIRLEI-ESCOBAR-CULTURA-ACADEMICA/p
"",ensino de ofícios artesanais e,,,,,,https://www.livrariaunesp.com.br/ensino-de-oficios-
"",,,Política e Relações,"CUNHA, LUIZ",,,
9788571396319,manufatureiros no Brasil,Editora Unesp,,,"R$ 62,00","R$ 31,00",artesanais-e-manufatureiros-no-Brasil-escravocrata-O-
"",,,Internacionais,ANTONIO,,,
"","escravocrata, O",,,,,,CUNHA-LUIZ-ANTONIO-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/ensino-de-oficios-nos-
"",ensino de ofícios nos primórdios da,,Política e Relações,"CUNHA, LUIZ",,,
9788571396326,,Editora Unesp,,,"R$ 66,00","R$ 33,00",primordios-da-industrializacao-2a-edicao-O-CUNHA-LUIZ-
"","industrialização - 2a edição, O",,Internacionais,ANTONIO,,,
"",,,,,,,ANTONIO-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/ensino-profissional-na-
"",ensino profissional na irradiaçao do,,Política e Relações,"CUNHA, LUIZ",,,
9788571396333,,Editora Unesp,,,"R$ 69,00","R$ 34,50",irradiacao-do-industrialismo-O-CUNHA-LUIZ-ANTONIO-
"","industrialismo, O",,Internacionais,ANTONIO,,,
"",,,,,,,EDITORA-UNESP/p
9788539308163,"Ensino superior e formação para otrabalho",Editora Unesp,"Política e RelaçõesInternacionais","MORAES, REGINALDOC.","R$ 34,00","R$ 17,00","https://www.livrariaunesp.com.br/Ensino-superior-e-formacao-para-o-trabalho-MORAES-REGINALDO-C-EDITORA-UNESP/p",
9788571395367,Enterrado vivo,Editora Unesp,Sociologia,"TURRA NETO, NECIO","R$ 62,00","R$ 31,00","https://www.livrariaunesp.com.br/Enterrado-vivo-TURRA-NETO-NECIO-EDITORA-UNESP/p",
9788539300570,Entre a água e a selva,Editora Unesp,Biografias,"SCHWEITZER, ALBERT","R$ 46,00","R$ 23,00","https://www.livrariaunesp.com.br/Entre-a-agua-e-a-selva-SCHWEITZER-ALBERT-EDITORA-UNESP/p",
9788571396920,Entre a biblioteca e o bordel,Editora Unesp,História,"FERREIRA, SANDRA A.","R$ 38,00","R$ 19,00","https://www.livrariaunesp.com.br/Entre-a-biblioteca-e-o-bordel-FERREIRA-SANDRA-A-EDITORA-UNESP/p",
9788571399785,Entre a ciência e a experiência,Editora Unesp,"Ciências Biológicas, Exatas,Naturais e da Terra","CYRINO, ANTONIOPITHON","R$ 56,00","R$ 28,00","https://www.livrariaunesp.com.br/Entre-a-ciencia-e-a-experiencia-CYRINO-ANTONIO-PITHON-EDITORA-UNESP/p",
9788571393240,Entre a história e a liberdade,Editora Unesp,Biografias,"RAGO, LUIZAMARGARETH","R$ 64,00","R$ 32,00","https://www.livrariaunesp.com.br/Entre-a-historia-e-a-liberdade-RAGO-LUIZA-MARGARETH-EDITORA-UNESP/p",
9788539301096,Entre apropriação e recusa,Editora Unesp,"Política e RelaçõesInternacionais","CORREA, LICINIAMARIA","R$ 74,00","R$ 37,00","https://www.livrariaunesp.com.br/Entre-apropriacao-e-recusa-CORREA-LICINIA-MARIA-EDITORA-UNESP/p",
9788523714284,"Entre discursos e práticas emmemória, história e educação",Editora Unesp,Educação e Pedagogia,"SENA, FABIANA","R$ 60,00","R$ 30,00","https://www.livrariaunesp.com.br/Entre-discursos-e-praticas-em-memoria-historia-e-educacao-SENA-FABIANA-EDITORA-UNESP/p",
9788539305483,Entre Drummond e Cabral,Editora Unesp,Biografias,"SANT'ANNA, AFFONSOROMANO DE","R$ 22,00","R$ 11,00","https://www.livrariaunesp.com.br/Entre-Drummond-e-Cabral-SANT-ANNA-AFFONSO-ROMANO-DE-EDITORA-UNESP/p",
9788571393851,Entre histórias e tererés,Editora Unesp,Antropologia,"FERNANDES,FREDERICO AUGUSTOGARCIA","R$ 68,00","R$ 34,00","https://www.livrariaunesp.com.br/Entre-historias-e-tereres-FERNANDES-FREDERICO-AUGUSTO-GARCIA-EDITORA-UNESP/p",
9788571397118,Entre o público e o privado,Editora Unesp,Sociologia,"PEDRO-SILVA, NELSON","R$ 48,00","R$ 24,00","https://www.livrariaunesp.com.br/Entre-o-publico-e-o-privado-PEDRO-SILVA-NELSON-EDITORA-UNES/p",
9788571394148,Entre palavras e coisas,Editora Unesp,Filosofia,"MARTINS, MARIASILVIA CINTRA","R$ 36,00","R$ 18,00",https://www.livrariaunesp.com.br/Entre-palavras-e-coisas-,
"",,,,,,MARTINS-MARIA-SILVIA-CINTRA-EDITORA-UNESP/p,,
9788539304875,Entretempos,Editora Unesp,História,"FINAZZI-AGRO,ETTORE","R$ 72,00","R$ 36,00","https://www.livrariaunesp.com.br/Entretempos-FINAZZI-AGRO-ETTORE-EDITORA-UNES/p",
9788571393868,"epopeia bandeirante, A",Editora Unesp,"Política e RelaçõesInternacionais","FERREIRA, ANTONIOCELSO","R$ 72,00","R$ 36,00",https://www.livrariaunesp.com.br/epopeia-bandeirante-A-,
"",,,,,,FERREIRA-ANTONIO-CELSO-EDITORA-UNESP/p,,
9788539300723,"era do conhecimento, A",Editora Unesp,Antropologia,"HALEVY, MARC","R$ 74,00","R$ 37,00",https://www.livrariaunesp.com.br/era-do-conhecimento-A,
HALEVY-MARC-EDITORA-UNESP/p,,,,,,,,
9788539302499,"era Vargas, A",Editora Unesp,"Política e RelaçõesInternacionais","BASTOS, PEDROPAULO ZAHLUTH","R$ 88,00","R$ 44,00","https://www.livrariaunesp.com.br/era-Vargas-A-BASTOS-PEDRO-PAULO-ZAHLUTH-EDITORA-UNESP/p"
9788539304226,Erotismo e religiosidade,Editora Unesp,Linguística,"MORAES, CARLOSEDUARDO MENDES DE","R$ 36,00","R$ 18,00","https://www.livrariaunesp.com.br/Erotismo-e-religiosidade-MORAES-CARLOS-EDUARDO-MENDES-DE-EDITORA-UNESP/p"
9788571392144,Errantes do fim do século,Editora Unesp,Geografia,"SILVA, MARIAAPARECIDA DEMORAES","R$ 76,00","R$ 38,00","https://www.livrariaunesp.com.br/Errantes-do-fim-do-seculo-SILVA-MARIA-APARECIDA-DE-MORAES-EDITORA-UNES/p"
9788571398795,Erudição e ciência,Editora Unesp,Biografias,"SILVEIRA, CELIAREGINA DA","R$ 58,00","R$ 29,00","https://www.livrariaunesp.com.br/Erudicao-e-ciencia-SILVEIRA-CELIA-REGINA-DA-EDITORA-UNESP/p"
9788539307876,Escândalos da tradução,Editora Unesp,Linguística,"VENUTI, LAWRENCE","R$ 74,00","R$ 37,00",https://www.livrariaunesp.com.br/Escandalos-da-traducao
"",,,,,,,VENUTI-LAWRENCE-EDITORA-UNESP/p
9788539301379,"escola da infância, A",Editora Unesp,Educação e Pedagogia,"COMENIUS, JAN AMOS","R$ 38,00","R$ 19,00","https://www.livrariaunesp.com.br/escola-da-infancia-A-COMENIUS-JAN-AMOS-EDITORA-UNESP/p"
9788571391284,"escola do homem novo, A",Editora Unesp,"Política e RelaçõesInternacionais","BOTO, CARLOTA","R$ 52,00","R$ 26,00",https://www.livrariaunesp.com.br/escola-do-homem-novo
"",,,,,,,A-BOTO-CARLOTA-EDITORA-UNESP/p
9788539300761,"escola dos Annales (1929-1989) - 2aedição, A",Editora Unesp,"Política e RelaçõesInternacionais","BURKE, PETER","R$ 58,00","R$ 29,00","https://www.livrariaunesp.com.br/escola-dos-Annales-1929-1989-2a-edicao-A-BURKE-PETER-EDITORA-UNESP/p"
9788571397972,"escola francesa de historiografia dafilosofia, A",Editora Unesp,Filosofia,"MARQUES, UBIRAJARARANCAN DE AZEVEDO","R$ 48,00","R$ 24,00","https://www.livrariaunesp.com.br/escola-francesa-de-historiografia-da-filosofia-A-MARQUES-UBIRAJARA-RANCAN-DE-AZEVEDO-EDITORA-UNESP/p"
9788539305278,"escória do mundo, A",Editora Unesp,"Política e RelaçõesInternacionais","VARIKAS, ELENI","R$ 48,00","R$ 24,00","https://www.livrariaunesp.com.br/escoria-do-mundo-A-VARIKAS-ELENI-EDITORA-UNESP/p"
9788539300952,"escrita da história - 2a edição, A",Editora Unesp,História,"BURKE, PETER","R$ 76,00","R$ 38,00","https://www.livrariaunesp.com.br/escrita-da-historia-2a-edicao-A-BURKE-PETER-EDITORA-UNESP/p"
9788539307333,"escrita do historiador, A",Editora Unesp,História,"IOKOI, ZILDA MARCIAGRICOLI","R$ 48,00","R$ 24,00",https://www.livrariaunesp.com.br/escrita-do-historiador-A
"",,,,,,,IOKOI-ZILDA-MARCIA-GRICOLI-EDITORA-UNES/p
9788539303496,"escrita do passado entre monges eleigos, A",Editora Unesp,História,"TEODORO, LEANDROALVES","R$ 34,00","R$ 17,00","https://www.livrariaunesp.com.br/escrita-do-passado-entre-monges-e-leigos-A-TEODORO-LEANDRO-ALVES-EDITORA-UNESP/p"
9788571393271,Escritos sobre a universidade,Editora Unesp,"Política e RelaçõesInternacionais","CHAUI, MARILENA","R$ 44,00","R$ 22,00","https://www.livrariaunesp.com.br/Escritos-sobre-a-universidade-CHAUI-MARILENA-EDITORA-UNESP/p"
9788571398016,Escutar o invisível,Editora Unesp,Educação e Pedagogia,"CALIL, EDUARDO","R$ 48,00","R$ 24,00","https://www.livrariaunesp.com.br/Escutar-o-invisivel-CALIL-EDUARDO-EDITORA-UNESP/p"
9788539304929,Espaços fechados e cidades,Editora Unesp,Arquitetura e Urbanismo,"SPOSITO, MARIAENCARNACAOBELTRAO","R$ 98,00","R$ 49,00","https://www.livrariaunesp.com.br/Espacos-fechados-e-cidades-SPOSITO-MARIA-ENCARNACAO-BELTRAO-EDITORA"
"",,,,,,UNESP/p,
9788571397668,"Espaços para o crescimentosustentado da economia brasileira",Editora Unesp,"Política e RelaçõesInternacionais","DUPAS, GILBERTO","R$ 52,00","R$ 26,00","https://www.livrariaunesp.com.br/Espacos-para-o-crescimento-sustentado-da-economia-brasileira-DUPAS-GILBERTO-EDITORA-UNESP/p"
