"",Título,Autor,"Preçocapa","Preço c/desconto",ISBN,
AGATHA CHRISTIE - MISTERIOS DOS ANOS 20 - CONVENCIONAL,AGATHA CHRISTIE,"95,90","47,95",9788525439222,,
AGATHA CHRISTIE - MISTERIOS DOS ANOS 30 - CONVENCIONAL,AGATHA CHRISTIE,"89,90","44,95",9788525432315,,
"AGULHA PARA O DIABO, UMA e outras histórias - POCKET",RUTH RENDELL,"23,90","11,95",9788525411938,,
AKHENATON - POCKET,AGATHA CHRISTIE,"27,90","13,95",9788525436382,,
ALEM DO BEM E DO MAL - POCKET,FRIEDRICH NIETZSCHE,"28,90","14,45",9788525417350,,
ALEM DO PRINCIPIO DE PRAZER - CONVENCIONAL,SIGMUND FREUD,"39,90","19,95",9788525433244,,
ALEM DO PRINCIPIO DE PRAZER - POCKET,SIGMUND FREUD,"25,90","12,95",9788525437341,,
ALEM DO TEMPO E MAIS UM DIA - CONVENCIONAL,LU PIRAS,"38,00",19,9788525432735,,
ALICE NO PAIS DAS MARAVILHAS - POCKET,LEWIS CARROLL,"23,90","11,95",9788525409430,,
ALICE NO PAIS DO ESPELHO - POCKET,LEWIS CARROLL,"23,90","11,95",9788525411631,,
"ALIENISTA, O - POCKET",MACHADO DE ASSIS,"19,90","9,95",9788525408426,,
ALINE 1: ALINE E SEUS DOIS NAMORADOS - POCKET,ADAO ITURRUSGARAI,"19,90","9,95",9788525410627,,
ALINE 2: TPM - TENSAO PRE-MONSTRUAL - POCKET,ADAO ITURRUSGARAI,"19,90","9,95",9788525415349,,
ALINE 3: VICIADA EM SEXO - POCKET,ADAO ITURRUSGARAI,"19,90","9,95",9788525418623,,
ALINE 4: FINALMENTE NUA! - POCKET,ADAO ITURRUSGARAI,"19,90","9,95",9788525419835,,
ALINE 5: NUMAS DE COLEGIAL - POCKET,ADAO ITURRUSGARAI,"19,90","9,95",9788525421135,,
ALINE: ANTROLOGIA - OTTO E PEDRO,ADAO ITURRUSGARAI,"36,00",18,9788525421142,,
ALMA DO HOMEM SOB O SOCIALISMO - POCKET,OSCAR WILDE,"19,90","9,95",9788525412461,,
AMANHA E OUTRO DIA - POCKET,JOHANNES MARIO SIMMEL,"31,90","15,95",9788525436375,,
AMAR OU DEPENDER? - POCKET,WALTER RISO,"25,90","12,95",9788525419651,,
AMARES - CONVENCIONAL,EDUARDO GALEANO,"54,90","27,45",9788525438782,,
"AME E NAO SOFRA: COMO APROVEITAR PLENAMENTE A VIDA ADOIS - POCKET",WALTER RISO,"26,90","13,45",9788525437228,,
"AMIGO DE KAFKA, UM - POCKET",ISAAC BASHEVIS SINGER,"29,90","14,95",9788525414007,,
AMOR DE PERDICAO - POCKET,CAMILO CASTELO BRANCO,"22,90","11,45",9788525408501,,
"AMOR DE SWANN, UM - CLASSICOS L&PM - CONVENCIONAL",MARCEL PROUST,"38,90","19,45",9788525439109,,
"AMOR DE SWANN, UM - POCKET",MARCEL PROUST,"25,90","12,95",9788525414342,,
AMOR E AMIZADE - POCKET,JANE AUSTEN,"23,90","11,95",9788525434401
AMOR E UM CAO DOS DIABOS - POCKET,CHARLES BUKOWSKI,"33,90","16,95",9788525420398
"AMOR SEGUNDO PEANUTS, O",CHARLES M. SCHULZ,"29,90","14,95",9788525429407
"ANALECTOS, OS - POCKET",CONFUCIO,"25,90","12,95",9788525415639
ANDY WARHOL - BIOGRAFIAS 24 - POCKET,MERIAM KORICHI,"28,90","14,45",9788525425249
"ANIMALE: A MALDICAO DE CACHINHOS DOURADOS -CONVENCIONAL",VICTOR DIXEN,"54,90","27,45",9788525432698
ANJOS - POCKET ENCYCLOPAEDIA,DAVID ALBERT JONES,"26,90","13,45",9788525431844
"ANOS DE FARTURA - CHINA 2013, OS",CHAN KOONCHUNG,"44,00",22,9788525424488
ANSIEDADE - POCKET,JASON FREEMAN,"24,90","12,45",9788525433398
ANTES E DEPOIS - POCKET,PAUL GAUGUIN,"22,90","11,45",9788525406460
ANTES QUE EU QUEIME - CONVENCIONAL,GAUTE HEIVOLL,"42,00",21,9788525430489
"ANTICRISTO, O - POCKET",FRIEDRICH NIETZSCHE,"23,90","11,95",9788525417916
"ANTIGONA, O - POCKET",SOFOCLES -TRAD.DONALDO SCHULER,"21,90","10,95",9788525410092
ANTOLOGIA (GREGORIO DE MATOS) - POCKET,HIGINO COSME BARROS,"25,90","12,95",9788525409522
ANTOLOGIA DE CONTISTAS BISSEXTOS,SERGIO FARACO,"34,90","17,45",9788525416889
APOLOGIA DE SOCRATES - POCKET,PLATÃO,"23,90","11,95",9788525417671
APRENDENDO A VIVER - POCKET,SÊNECA,"23,90","11,95",9788525417183
ARMAGEDOM EM RETROSPECTO,KURT VONNEGUT,"42,00",21,9788525418999
ARSENE LUPIN CONTRA HERLOCK SHOLMES - CONVENCIONAL,MAURICE LEBLANC,"44,90","22,45",9786556661834
"ARSENE LUPIN, LADRAO DE CASACA - CONVENCIONAL",MAURICE LEBLANC,"44,90","22,45",9786556661452
"ARTE DA FICCAO, A - POCKET",DAVID LODGE,"28,90","14,45",9788525420381
"ARTE DA GUERRA, A (MAQUIAVEL) - POCKET",MAQUIAVEL,"23,90","11,95",9788525417343
"ARTE DA GUERRA, A (SUN TZU) - EDICAO ILUSTRADA - POCKET",SUN TZU,"19,90","9,95",9788525426642
"ARTE DA GUERRA, A - POCKET MANGA",SUN TZU,"26,90","13,45",9788525428608
"ARTE DA MEDITACAO, A - POCKET",MATTHIEU RICARD,"21,90","10,95",9788525438980
"ARTE DA PRUDENCIA, A - POCKET",BALTASAR GRACIAN,"29,90","14,95",9788525438669
"ARTE DE ESCREVER, A- POCKET",ARTHUR SCHOPENHAUER,"22,90","11,45",9788525414649
"ARTE DE SER FLEXIVEL, A - POCKET",WALTER RISO,"26,90","13,45",9788525437297
"ARTE DO ROMANCE, A - POCKET",VIRGINIA WOOLF,"22,90","11,45",9788525437563
"ARTISTA DA FOME, UM - POCKET",FRANZ KAFKA,"19,90","9,95",9788525419033
ASSASSINATO NA CASA DO PASTOR - CONVENCIONAL,AGATHA CHRISTIE,"46,90","23,45",9788525432261
ASSASSINATO NA CASA DO PASTOR - POCKET,AGATHA CHRISTIE,"34,90","17,45",9788525420152
ASSASSINATO NO BECO - POCKET,AGATHA CHRISTIE,"29,90","14,95",9788525425683
ASSASSINATO NO COMITE CENTRAL - POCKET,MANUEL VAZQUEZ MONTALBAN,"26,90","13,45",9788525435903
ASSASSINATO NO EXPRESSO ORIENTE - CONVENCIONAL,AGATHA CHRISTIE,"46,90","23,45",9788525432995
ASSASSINATOS NA RUA MORGUE - POCKET,EDGAR ALLAN POE,"22,90","11,45",9788525411310
ASSIM FALOU ZARATUSTRA - CLASSICOS,FRIEDRICH NIETZSCHE,"42,90","21,45",9788525431028
ASSIM FALOU ZARATUSTRA - POCKET,FRIEDRICH NIETZSCHE,"29,90","14,95",9788525432124
ASSIM FALOU ZARATUSTRA - POCKET MANGA,FRIEDRICH NIETZSCHE,"26,90","13,45",9788525430199
"ATE VOCE, CAPITU?  - POCKET",DALTON TREVISAN,"19,90","9,95",9788525430182
"ATENEU, O - POCKET",RAUL POMPEIA,"23,90","11,95",9788525408358
ATIRE NO PIANISTA - POCKET,DAVID GOODIS,"22,90","11,45",9788525414687
AUSENCIA NA PRIMAVERA - POCKET,AGATHA CHRISTIE,"27,90","13,95",9788525420442
AUTO DA BARCA DO INFERNO - POCKET,GIL VICENTE,"19,90","9,95",9788525414458
"AUTOBIOGRAFIA DE ALICE B. TOKLAS, A - L&PM CLASSICOSMODERNOS - CONVENCIONAL",GERTRUDE STEIN,"39,90","19,95",9788525438683
"AUTOBIOGRAFIA LITERARIA: O TEXTO OU: A VIDA, UMA -CONVENCIONAL",MOACYR SCLIAR,"39,90","19,95",9788525436764
AUTOESTIMA: UM GUIA PRATICO - CONVENCIONAL,DAVID BONHAM CARTER,"34,90","17,45",9788525436337
"AUTOESTRADA DO SUL E OUTRAS HISTORIAS, A - POCKET",JÚLIO CORTÁZAR,"25,90","12,95",9788525428783
"AVARENTO, O - POCKET",MOLIERE,"22,90","11,45",9788525433831
AVENT.INED DE SHERLOCK HOLMES - POCKET,ARTHUR CONAN DOYLE,"26,90","13,45",9788525406705
"AVENTURA DO PUDIM DE NATAL, A - POCKET",AGATHA CHRISTIE,"29,90","14,95",9788525427304
AVENTURA EM BAGDA - POCKET,AGATHA CHRISTIE,"34,90","17,45",9788525427854
AVENTURAS DE HANS STADEN - POCKET,MONTEIRO LOBATO,"22,90","11,45",9788525438140
AVENTURAS DE MENINO - POCKET MANGA,MITSURU ADACHI,"26,90","13,45",9788525424686
"AVENTURAS DE ROBINSON CRUSOE, AS - CONVENCIONAL",DANIEL DEFOE,"46,90","23,45",9786556661513
"AVENTURAS DE SIMBAD, O MARUJO - POCKET",MIL E UMA NOITES,"14,90","7,45",9788525411082
AVENTURAS DE UM GOURMET EM PARIS - CONVENCIONAL,JEAN-CLAUDE RIBAUT,"44,90","22,45",9788525433343
AYA DE YOPOUGON 1,MARGUERITE ABOUET,"42,00",21,9788525419323
AYA DE YOPOUGON 2,MARGUERITE ABOUET,"42,00",21,9788525427359
"BAILE DO PORCO-ESPINHO, O - CONVENCIONAL",SERGIO CAPPARELLI,"39,90","19,95",9786556661933
"",BALZAC - BIOGRAFIAS 1 - POCKET,FRANÇOIS TAILLANDIER,"22,90","11,45",9788525415592,
"","BARCAROLA, A - POCKET",PABLO NERUDA,"23,90","11,95",9788525409195,
"",BATOM NA CUECA - POCKET,NANI,"19,90","9,95",9788525418081,
"",BAUDELAIRE - BIOGRAFIAS 14 - POCKET,JEAN-BAPTISTE BARONIAN,"26,90","13,45",9788525419248,
"",BEETHOVEN - BIOGRAFIAS 25 - POCKET,BERNARD FAUCONNIER,"26,90","13,45",9788525425799,
"",BEM ESTA O QUE BEM ACABA - POCKET,SHAKESPEARE,"22,90","11,45",9788525416629,
"",BIBLIA - POCKET ENCYCLOPAEDIA,JOHN RICHES,"26,90","13,45",9788525427649,
"",BIDU DIVERSAO EM DOBRO! - POCKET,MAURICIO DE SOUSA PRODUCOES,"19,90","9,95",9788525422170,
"",BOA VIAGEM! - POCKET,"FERNANDO LUCCHESE, DR","23,90","11,95",9788525419828,
"",BOCAS DO TEMPO - POCKET,EDUARDO GALEANO,"33,90","16,95",9788525419859,
"",BRASIL: TERRA A VISTA - CONVENCIONAL,EDUARDO BUENO,"39,90","19,95",9788525438775,
"","BREVE HISTORIA DA ARQUEOLOGIA, UMA - CONVENCIONAL",BRIAN FAGAN,"49,90","24,95",9788525439000,
"","BREVE HISTORIA DA CIENCIA, UMA - POCKET",WILLIAM BYNUM,"29,90","14,95",9788525434449,
"","BREVE HISTORIA DA ECONOMIA, UMA - CONVENCIONAL",NIALL KISHTAINY,"49,90","24,95",9788525437785,
"","BREVE HISTORIA DA FILOSOFIA, UMA",NIGEL WARBURTON,"44,90","22,45",9788525426505,
"","BREVE HISTORIA DA FILOSOFIA, UMA - POCKET",NIGEL WARBURTON,"28,90","14,45",9788525427533,
"","BREVE HISTORIA DA LITERATURA, UMA - CONVENCIONAL",JOHN SUTHERLAND,"49,90","24,95",9788525436603,
"","BREVE HISTORIA DA RELIGIAO, UMA - CONVENCIONAL",RICHARD HOLLOWAY,"43,90","21,95",9788525438454,
"","BRINDE DE CIANURETO, UM - POCKET",AGATHA CHRISTIE,"29,90","14,95",9788525418968,
"",BUDISMO - POCKET ENCYCLOPAEDIA,CLAUDE B. LEVENSON,"21,90","10,95",9788525418722,
"","CACADOR DE HISTORIAS, O - CONVENCIONAL",EDUARDO GALEANO,"49,90","24,95",9788525434142,
"","CAES LADRAM, OS - POCKET",TRUMAN CAPOTE,"29,90","14,95",9788525414731,
"",CAI O PANO - POCKET,AGATHA CHRISTIE,"27,90","13,95",9788525432506,
"",CAMILO MORTAGUA - LPM,JOSUE GUIMARAES,"68,90","34,45",9788525406217,
"","CAMINHO DA SABEDORIA, CAMINHO DA PAZ- POCKET",DALAI LAMA,"23,90","11,95",9788525419309,
"",CANCER - POCKET ENCYCLOPAEDIA,NICHOLAS JAMES,"26,90","13,45",9788525433824,
"","CANDIDO, OU O OTIMISMO - POCKET",VOLTAIRE,"22,90","11,45",9788525408747,
"",CANINOS BRANCOS - POCKET,JACK LONDON,"29,90","14,95",9788525411006,
"","CANTADA INFALIVEL, A seguigo de a Mulher do Centroav...- POCKET",DAVID COIMBRA,"28,90","14,45",9788525419408,
"","CAO DA MORTE, O - POCKET",AGATHA CHRISTIE,"29,90","14,95",9788525426314,
"",CAO DOS BASKERVILLE - POCKET,ARTHUR CONAN DOYLE,"25,90","12,95",9788525408730,
"","CAPITAL DE VAN GOGH, O - CONVENCIONAL",WOUTER VAN DER VEEN,"39,90","19,95",9788525437969,
"",CAPITALISMO - POCKET ENCYCLOPAEDIA,CLAUDE JESSUA,"21,90","10,95",9788525418845,
"",CAPITAO SAIU PARA O ALMOCO....-  POCKET,CHARLES BUKOWSKI,"26,90","13,45",9788525412102,
"",CARMEM - POCKET,PROSPER MERIMEE,"18,90","9,45",9788525407238,
"","CARNAVAL DOS ANIMAIS, O - CONVENCIONAL",MOACYR SCLIAR,"34,90","17,45",9788525438096,
"",CARNE TREMULA - POCKET,RUTH RENDELL,"26,90","13,45",9788525418067,
"",CAROL - CONVENCIONAL,PATRICIA HIGHSMITH,"54,90","27,45",9788525433411,
"","CARRO DO POVO: A BIOGRAFIA DO CARRO MAIS POPULAR DOPLANETA, O - CONVENCIONAL",BERNAHRD RIEGER,"44,90","22,45",9788525432018,
"",CARTA AO PAI - POCKET,FRANZ KAFKA,"19,90","9,95",9788525413567,
"",CARTA DE PERO VAZ DE CAMINHA - POCKET,SILVIO CASTRO,"19,90","9,95",9788525412676,
"","CARTA ROUBADA, A - POCKET",EDGAR ALLAN POE,"25,90","12,95",9788525412775,
"",CARTAS A THEO - REBELDES E MALDITOS - CONVENCIONAL,VAN GOGH,"59,90","29,95",9788525438416,
"","CARTAS A THEO E OUTROS DOCUMENTOS SOBRE A VIDA DEVAN GOGH - CONVENCIONAL",VARIOS,"89,90","44,95",9788525431981,
"",CARTAS A UM JOVEM POETA - POCKET PLUS,RILKE,"19,90","9,95",9788525415660,
"",CARTAS EXTRAVIADAS e outros poemas - POCKET,MARTHA MEDEIROS,"23,90","11,95",9788525419675,
"",CARTAS NA RUA - CONVENCIONAL,CHARLES BUKOWSKI,"44,90","22,45",9786556661469,
"",CARTAS NA RUA - POCKET,CHARLES BUKOWSKI,"28,90","14,45",9788525424495,
"","CARTEIRA DO MEU TIO, A - POCKET",JOAQUIM MANUEL DE MACEDO,"22,90","11,45",9788525411280,
"","CASA DA ESQUINA, A",DUCA LEINDECKER,"29,90","14,95",9788525405876,
"","CASA DAS QUATRO LUAS ,A",JOSUE GUIMARAES,"24,90","12,45",9788525405227,
"","CASA DE EUCLIDES, A: ELEMENTOS DA GEOMETRIA POETICA",SERGIO CAPPARELLI,"34,90","17,45",9788525429315,
"","CASA DO PENHASCO, A - POCKET",AGATHA CHRISTIE,"27,90","13,95",9788525420985,
"","CASA TORTA, A - POCKET",AGATHA CHRISTIE,"29,90","14,95",9788525423559,
"",CASADOS E DESCASADOS - POCKET,AUGUST STRINDBERG,"25,90","12,95",9788525437310,
"","CASO DE CHARLES DEXTER WARD, O - POCKET",H.P. LOVECRAFT,"23,90","11,95",9788525406262,
"","CASO SCHREBER, O - CONVENCIONAL",SIGMUND FREUD,"44,90","22,45",9786556661018,
"","CAVALOS DE EINSTEN, OS - CONVENCIONAL",SERGIO CAPPARELLI,"29,90","14,95",9788525431608,
"",CAVALOS DO AMANHECER - POCKET,MARIO ARREGUI,"21,90","10,95",9788525412911,
"","CELESTINA, A - POCKET",FERNANDO DE ROJAS,"25,90","12,95",9788525417725,
"",CELULAS-TRONCO - POCKET ENCYCLOPAEDIA,JONATHAN SLACK,"26,90","13,45",9788525437976,
"",CEM SONETOS DE AMOR - CONVENCIONAL,PABLO NERUDA,"42,90","21,45",9788525431820,
CEM SONETOS DE AMOR - POCKET,PABLO NERUDA,"21,90","10,95",9788525406385
CENAS DE UMA REVOLUCAO,MARK HARRIS,"72,00",36,9788525408037
CEZANNE - BIOGRAFIAS 13 - POCKET,BERNARD FAUCONNIER,"26,90","13,45",9788525419002
"CHAMADO DA FLORESTA, O - POCKET",JACK LONDON,"19,90","9,95",9788525412232
"CHAMADO DE CTHULHU E OUTROS CONTOS, O - POCKET",H.P. LOVECRAFT,"31,90","15,95",9788525434715
CHE GUEVARA - BIOGRAFIAS 33 - POCKET,ALAIN FOIX,"31,90","15,95",9788525436757
CHERNOBYL 01:23:40 - CONVENCIONAL,ANDREW LEATHERBARROW,"49,90","24,95",9788525438850
"CIDADE E AS SERRAS, A - POCKET",ECA DE QUEIROZ,"29,90","14,95",9788525409676
"CIDADE PEQUENA, CIDADE GRANDE - CONVENCIONAL",JACK KEROUAC,"69,90","34,95",9788525417374
CINCO MINUTOS - POCKET,JOSE DE ALENCAR,"14,90","7,45",9788525407337
CIPRESTE TRISTE - POCKET,AGATHA CHRISTIE,"29,90","14,95",9788525430120
"CLARIDADE LA FORA, A - CONVENCIONAL",MARTHA MEDEIROS,"54,90","27,45",9786556660967
"CLO, DIAS & NOITES - POCKET",SERGIO JOCKYMANN,"17,90","8,95",9788525416834
"COLCHA MUITO CURTA, UMA",SERGIO CAPPARELLI,"28,00",14,9788525417107
COLECAO E SO O COMECO - A ESCRAVA ISAURA,BERNARDO GUIMARAES,"16,00",8,9788525412867
COLECAO E SO O COMECO - HAMLET,SHAKESPEARE,"16,00",8,9788525423573
COLECAO E SO O COMECO - O GUARANI,JOSE DE ALENCAR,"16,00",8,9788525416117
COM SABOR DE TERRA,ALCY CHEUICHE,"32,00",16,9788525424556
COMIGO NO CINEMA - CONVENCIONAL,MARTHA MEDEIROS,"44,90","22,45",9788525439147
COMO ANDAR NO LABIRINTO - POCKET,AFFONSO ROMANO SANTANNA,"23,90","11,95",9788525427328
COMO FUNCIONA O FASCISMO - CONVENCIONAL,JASON STANLEY,"44,90","22,45",9788525438201
"COMO GOSTAIS, SEGUIDO DE, CONTO DE INVERNO- POCKET",SHAKESPEARE,"28,90","14,45",9788525418005
COMO LER LITERATURA - CONVENCIONAL,TERRY EAGLETON,"44,90","22,45",9788525436597
COMO PENSAR POLITICAMENTE - CONVENCIONAL,GRAEME GARRARD E JAMES MURPHY,"49,90","24,95",9786556660394
COMPENDIO DE PSICANALISE - POCKET,SIGMUND FREUD,"26,90","13,45",9788525432339
CONCERTO CAMPESTRE,LUIZ ANTONIO DE ASSIS BRASIL,"39,90","19,95",9788525407351
"CONFISSOES & CONVERSOES - 25 REGRAS PARA O TEMPO DEMUDAR - CONVENCIONAL","FERNANDO LUCCHESE, DR","19,90","9,95",9788525416841
"CONFLITO, O - POCKET",AGATHA CHRISTIE,"29,90","14,95",9788525425911
CONHECE O MARIO? 1 - POCKET,NELTAIR ABREU SANTIAGO,"19,90","9,95",9788525416162
"CONSCIENCIA DE ZENO, A - POCKET",ITALO SVEVO,"38,90","19,45",9788525431486
"CONSIDERACOES SOBRE O GOVERNO REPRESENTATIVO -POCKET",JOHN STUART MILL,"30,90","15,45",9788525437174
"CONSIGA O EMPREGO DOS SEUS SONHOS: UM GUIA PRATICO -CONVENCIONAL",DENISE TAYLOR,"34,90","17,45",9788525436344
"CONSOLACOES DA FILOSOFIA, AS - CONVENCIONAL",ALAIN DE BOTTON,"56,90","28,45",9786556661766
CONTINHOS GALANTES - POCKET PLUS,DALTON TREVISAN,"18,90","9,45",9788525413352
"CONTO DE NATAL, UM - POCKET",CHARLES DICKENS,"19,90","9,95",9788525412430
CONTOS (MACHADO DE ASSIS) - POCKET,MACHADO DE ASSIS,"21,90","10,95",9788525408921
CONTOS - IVO BENDER,IVO BENDER,"39,90","19,95",9788525420770
CONTOS COMPLETOS,SERGIO FARACO,"79,90","39,95",9788525404664
CONTOS DE FANTASMAS - POCKET,DANIEL DEFOE,"22,90","11,45",9788525406071
CONTOS DO DIA E DA NOITE - POCKET,GUY DE MAUPASSANT,"23,90","11,95",9788525431905
CONTOS ESCOLHIDOS - POCKET,CYRO MARTINS,"23,90","11,95",9788525410559
CONTOS FANTASTICOS - POCKET,GUY DE MAUPASSANT,"23,90","11,95",9788525406392
CONTOS FLUMINENSES - POCKET,MACHADO DE ASSIS,"21,90","10,95",9788525409683
"CONTOS GAUCHESCOS E LENDAS DO SUL - ED. ANOTADA L.A.FISCHER",SIMOES LOPES NETO,"54,90","27,45",9788525425676
CONTOS GAUCHESCOS E LENDAS DO SUL-POCKET,SIMOES LOPES NETO,"25,90","12,95",9788525408273
CONTOS SOBRENATURAIS CHINESES,SERGIO CAPPARELLI,"39,90","19,95",9788525420565
CONTRATO SOCIAL - POCKET MANGA,JEAN-JACQUES ROUSSEAU,"26,90","13,45",9788525430786
"CONTRATO SOCIAL, O -  CLASSICOS",JEAN-JACQUES ROUSSEAU,"34,90","17,45",9788525438911
"CONTRATO SOCIAL, O - POCKET",JEAN-JACQUES ROUSSEAU,"22,90","11,45",9788525416650
CONVERSAS COM MINHA GATA - CONVENCIONAL,EDUARDO JÁUREGUI,"39,90","19,95",9788525431714
CONVITE PARA UM HOMICIDIO - CONVENCIONAL,AGATHA CHRISTIE,"46,90","23,45",9788525433442
CONVITE PARA UM HOMICIDIO - POCKET,AGATHA CHRISTIE,"34,90","17,45",9788525425690
CORACAO DAS TREVAS - CLASSICOS,JOSEPH CONRAD,"39,90","19,95",9788525438966
CORACAO DAS TREVAS - POCKET,JOSEPH CONRAD,"23,90","11,95",9788525406767
CORACAO: MODO DE USAR - CONVENCIONAL,"FERNANDO LUCCHESE, DR","44,90","22,45",9788525434524
"CORPO NA BIBLIOTECA, UM - POCKET",AGATHA CHRISTIE,"27,90","13,95",9788525431295
CORRESP. DE FRADIQUE MENDES (I/II)-POCKET,ECA DE QUEIROZ,"23,90","11,95",9788525410757
CORTEJO DO DIVINO - POCKET,NELIDA PINON,"23,90","11,95",9788525410054
"CORTICO, O - POCKET",ALUISIO AZEVEDO,"24,90","12,45",9788525409171
"CORUJA, QORPO-SANTO & JACARE: 30 PERFIS HETERODOXOS -CONVENCIONAL",LUIS AUGUSTO FISCHER,"26,00",13,9788525430496
"",COSTELA DE ADAO A - CONVENCIONAL,ANTONIO MANZINI,"54,90","27,45",9788525439369,
"",COZINHA CLASSICA - CONVENCIONAL,SILVIO LANCELLOTTI,"46,90","23,45",9788525410115,
"","CREPUSCULO DA ARROGANCIA, O",SERGIO FARACO,"34,90","17,45",9788525416049,
"",CREPUSCULO DOS IDOLOS - POCKET,FRIEDRICH NIETZSCHE,"24,90","12,45",9788525419163,
"","CRETINOS NAO MANDAM FLORES, OS - CONVENCIONAL",LA MODERNA (RAQUEL CORCOLES),"32,90","16,45",9788525432360,
"",CRIME E CASTIGO - POCKET,"DOSTOIEVSKI, FIODOR","38,90","19,45",9788525416476,
"","CRIMES ABC, OS - POCKET",AGATHA CHRISTIE,"29,90","14,95",9788525419378,
"","CRIS, A FERA - POCKET",DAVID COIMBRA,"23,90","11,95",9788525418074,
"","CRISE DE 1929, A - POCKET ENCYCLOPAEDIA",BERNARD GAZIER,"21,90","10,95",9788525418685,
"",CROCODILAGEM - RANGO - CONVENCIONAL,EDGAR VASQUES,"28,90","14,45",9788525437891,
"",CRUZADAS - POCKET ENCYCLOPAEDIA,CECILE MORRISSON,"23,90","11,95",9788525418715,
"",CUCA FUNDIDA - POCKET,WOODY ALLEN,"23,90","11,95",9788525407078,
"",DA HISTORIA DE UMA NEUROSE INFANTIL - CONVENCIONAL,SIGMUND FREUD,"49,90","24,95",9788525437020,
"",DA TRANQUILIDADE DA ALMA - CLASSICOS,SÊNECA,"32,90","16,45",9788525430021,
"",DA TRANQUILIDADE DA ALMA - POCKET,SÊNECA,"19,90","9,95",9788525417541,
"","DAMA DAS CAMELIAS, A - POCKET",ALEXANDRE DUMAS FILHO,"22,90","11,45",9788525413345,
