COD_BARRA_ITEM,COD. HORUS,NOM_ITEM,NOM_EDITORA,VLR_CAPA,VLR PROMOCIONAL,GENERO
9788578273460,637302,GATOS GUERREIROS - FOGO E GELO - VOL. 2,WMF MARTINS FON,"ES49,90","24,95",Infantis e Juvenis
9788578277703,720472,CORNELIO,WMF MARTINS FON,"ES44,90","22,45",Infantis e Juvenis
9788560156146,237713,"JUSTIÇA IGUALITARIA E SEUS CRITICOS, A",WMF MARTINS FON,"ES79,90","39,95",Direito
9788533609259,130266,MEU RIO,WMF MARTINS FON,"ES39,90","19,95",Infantis e Juvenis
9788578274849,671398,"OUTRO, O - VOL. 13 - COLEÇAO FILOSOFIAS - O P",WAZMERF  DMOA PRETNINSSA FRON,"ES29,90","14,95",Filosofia
9788578277307,722921,DESENHANDO NA CIDADE,WMF MARTINS FON,"ES64,90","32,45",Artes
9788560156542,252558,COMEDIAS - CAIXA COM OS 3 VOLS.,WMF MARTINS FON,"ES99,90","49,95",Teatro
9788578273972,654008,ECONOMICOS - VOL. VII - TOMO 2 - COLEÇAO OB,WASM CFOMAPRLTEITNASS  FDOEN,"REISSTOTELE4S4,90","22,45",Educação e psicolog
9788578276843,924898,"SOCIALIZAÇÃO, A",WMF MARTINS FON,"ES79,90","39,95",Ciências Humanas
9788533617360,66344,RAPOSAS E FAZENDEIROS,WMF MARTINS FON,"ES34,90","17,45",Infantis e Juvenis
9788533619142,131541,DJO,WMF MARTINS FON,"ES39,90","19,95",Infantis e Juvenis
9788533609419,130485,"NAO E O SIM, O: A GENESE DA COMUNICAÇAO H",WMMANF AMARTINS FON,"ES44,90","22,45",Educação e psicolog
9788578274757,669515,FABULAS DE ESOPO,WMF MARTINS FON,"ES44,90","22,45",Infantis e Juvenis
9788578279516,758785,ARGUMENTAÇAO JURIDICA - TECNICAS DE PERS,AWSAMOF  EM LAORGTIICNAS  IFNOFNO,"EMSAL79,90","39,95",Direito
9788578271220,572791,FREMOSOS CANTARES - ANTOLOGIA DA LIRICA,EWDMIEVF AML AGRATLIENGSO F-OPN,"RETSUGUESA89,90","44,95",Literatura e teoria li
9788578272463,613111,"ETICA LAICA, UMA",WMF MARTINS FON,"ES34,90","17,45",Filosofia
9788578279325,763693,CRIAÇAO,WMF MARTINS FONTES,"104,90","52,45",Infantis e Juvenis,https://www.martinsfontespaulista.com.br/P
9788578278649,741069,NOVAS DERIVAS - COLEÇAO MUNDO DA ARTE,WMF MARTINS FONTES,"54,90","27,45",Artes,https://www.martinsfontespaulista.com.br/P
